postcode,rkey,time_period,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2345,r133,2020 Q3,450.0,5.0,20.0,,,,
2346,r133,2020 Q3,270.0,20.0,288.0,0.08,-0.6098,0.0385,-0.1579
2347,r133,2020 Q3,450.0,5.0,114.0,,,,
2350,r133,2020 Q3,340.0,339.0,3184.0,0.0625,0.2744,0.0625,0.1115
2352,r133,2020 Q3,330.0,20.0,190.0,-0.0571,0.0435,-0.0294,0.4118
2353,r133,2020 Q3,450.0,5.0,20.0,,,,
2354,r133,2020 Q3,220.0,20.0,140.0,-0.0833,-0.1667,0.1,-0.0625
2355,r133,2020 Q3,450.0,5.0,20.0,,,,
2356,r133,2020 Q3,450.0,5.0,5.0,,,,
2357,r133,2020 Q3,220.0,20.0,236.0,-0.12,0.0,-0.0833,0.3333
2358,r133,2020 Q3,300.0,20.0,290.0,0.0,0.0,0.0256,0.0909
2359,r133,2020 Q3,450.0,5.0,20.0,,,,
2360,r133,2020 Q3,310.0,155.0,1321.0,0.069,-0.0127,0.069,-0.0252
2361,r133,2020 Q3,450.0,5.0,39.0,,,,
2365,r133,2020 Q3,280.0,32.0,200.0,0.037,0.28,0.0,1.4615
2369,r133,2020 Q3,450.0,5.0,20.0,,,,
2370,r133,2020 Q3,230.0,88.0,648.0,-0.08,0.6923,-0.0417,0.3134
2371,r133,2020 Q3,450.0,5.0,35.0,,,,
2372,r133,2020 Q3,280.0,42.0,363.0,0.0275,0.3125,0.12,0.2727
2379,r133,2020 Q3,450.0,5.0,5.0,,,,
2380,r133,2020 Q3,350.0,101.0,1213.0,0.0294,-0.2519,0.0606,-0.2348
2381,r133,2020 Q3,450.0,5.0,51.0,,,,
2382,r133,2020 Q3,308.0,20.0,164.0,0.025,0.1818,0.025,0.3
2386,r133,2020 Q3,450.0,5.0,5.0,,,,
2388,r133,2020 Q3,450.0,5.0,124.0,,,,
2390,r133,2020 Q3,350.0,77.0,826.0,0.1667,-0.0833,0.2069,0.2833
2395,r133,2020 Q3,450.0,5.0,20.0,,,,
2396,r133,2020 Q3,450.0,5.0,20.0,,,,
2397,r133,2020 Q3,450.0,5.0,5.0,,,,
2398,r133,2020 Q3,450.0,5.0,5.0,,,,
2399,r133,2020 Q3,450.0,5.0,5.0,,,,
2400,r133,2020 Q3,250.0,155.0,991.0,-0.0654,0.4352,0.0,0.3964
2401,r133,2020 Q3,450.0,5.0,5.0,,,,
2402,r133,2020 Q3,230.0,20.0,88.0,-0.0612,1.1667,0.0952,0.0
2403,r133,2020 Q3,450.0,5.0,20.0,,,,
2404,r133,2020 Q3,450.0,5.0,94.0,,,,
2405,r133,2020 Q3,450.0,5.0,5.0,,,,
2406,r133,2020 Q3,450.0,5.0,34.0,,,,
2408,r133,2020 Q3,450.0,5.0,5.0,,,,
2409,r133,2020 Q3,450.0,5.0,20.0,,,,
2410,r133,2020 Q3,450.0,5.0,5.0,,,,
2415,r133,2020 Q3,450.0,5.0,20.0,,,,
2420,r133,2020 Q3,360.0,20.0,240.0,0.0286,-0.087,0.1803,0.5
2421,r133,2020 Q3,450.0,5.0,33.0,,,,
2422,r133,2020 Q3,300.0,40.0,449.0,0.0714,0.0,0.2,-0.0244
2423,r133,2020 Q3,370.0,20.0,160.0,0.0882,0.3077,0.0571,0.3077
2424,r133,2020 Q3,450.0,5.0,5.0,,,,
2425,r133,2020 Q3,450.0,5.0,74.0,,,,
2426,r133,2020 Q3,450.0,5.0,20.0,,,,
2427,r133,2020 Q3,330.0,20.0,281.0,-0.0571,-0.3448,-0.0897,-0.3214
2428,r133,2020 Q3,350.0,212.0,2428.0,-0.0667,0.0047,0.0,-0.124
2429,r133,2020 Q3,333.0,40.0,526.0,-0.05,-0.2727,0.0231,0.1111
2430,r133,2020 Q3,350.0,228.0,2792.0,0.0294,-0.1128,0.0294,-0.05
2431,r133,2020 Q3,325.0,49.0,548.0,-0.0972,-0.2576,-0.0152,-0.0755
2439,r133,2020 Q3,332.0,20.0,137.0,-0.0514,-0.0526,-0.1263,0.3846
2440,r133,2020 Q3,340.0,114.0,1688.0,-0.0286,-0.3294,0.1333,-0.245
2441,r133,2020 Q3,270.0,20.0,218.0,-0.2286,-0.2667,-0.194,-0.5
2443,r133,2020 Q3,350.0,60.0,727.0,0.0,-0.1304,0.0,-0.1045
2444,r133,2020 Q3,400.0,507.0,5449.0,0.0127,-0.0611,0.0256,-0.145
2445,r133,2020 Q3,435.0,32.0,381.0,-0.0225,-0.2,0.0357,-0.3725
2446,r133,2020 Q3,393.0,70.0,809.0,0.0608,-0.0141,0.0329,-0.0789
2447,r133,2020 Q3,355.0,48.0,430.0,-0.0897,0.5484,-0.0139,0.3333
2448,r133,2020 Q3,328.0,90.0,1009.0,-0.0368,0.2,0.0234,-0.2373
2449,r133,2020 Q3,450.0,5.0,93.0,,,,
2450,r133,2020 Q3,410.0,405.0,4514.0,0.025,-0.0426,0.0789,-0.0357
2452,r133,2020 Q3,430.0,102.0,1353.0,0.0617,-0.0556,0.1026,-0.113
2453,r133,2020 Q3,315.0,20.0,142.0,0.125,0.8889,0.05,0.1333
2454,r133,2020 Q3,360.0,37.0,471.0,-0.1,-0.119,-0.1,-0.3148
2455,r133,2020 Q3,360.0,20.0,254.0,-0.027,0.0,-0.027,-0.5128
2456,r133,2020 Q3,420.0,121.0,1151.0,-0.0667,-0.1987,-0.0118,0.1524
2460,r133,2020 Q3,340.0,223.0,2368.0,0.0,-0.0176,0.0,0.132
2462,r133,2020 Q3,350.0,20.0,183.0,-0.0278,-0.1818,0.0769,0.125
2463,r133,2020 Q3,360.0,48.0,511.0,-0.0464,0.0,0.0286,-0.1273
2464,r133,2020 Q3,420.0,97.0,819.0,0.05,-0.2362,0.0244,-0.03
2465,r133,2020 Q3,450.0,5.0,20.0,,,,
2466,r133,2020 Q3,330.0,20.0,230.0,-0.0294,-0.1667,-0.0571,-0.3333
2469,r133,2020 Q3,270.0,20.0,123.0,-0.0182,-0.1667,-0.0769,0.875
2470,r133,2020 Q3,338.0,68.0,1233.0,0.0547,-0.3333,0.0547,-0.3267
2471,r133,2020 Q3,450.0,5.0,119.0,,,,
2472,r133,2020 Q3,420.0,20.0,119.0,0.037,2.25,0.05,3.3333
2473,r133,2020 Q3,400.0,50.0,457.0,0.1429,-0.0741,0.0526,0.6129
2474,r133,2020 Q3,300.0,35.0,393.0,0.0,0.1667,-0.0164,0.1667
2475,r133,2020 Q3,450.0,5.0,20.0,,,,
2476,r133,2020 Q3,450.0,5.0,20.0,,,,
2477,r133,2020 Q3,438.0,72.0,883.0,0.0671,0.0909,0.0542,0.0286
2478,r133,2020 Q3,540.0,287.0,2975.0,0.125,-0.1059,0.08,-0.086
2479,r133,2020 Q3,655.0,54.0,372.0,0.1197,0.125,-0.0224,0.0588
2480,r133,2020 Q3,370.0,278.0,3954.0,0.0278,-0.1601,0.0423,-0.0885
2481,r133,2020 Q3,675.0,211.0,1395.0,0.125,0.0765,0.0075,0.2057
2482,r133,2020 Q3,650.0,52.0,534.0,0.25,0.2093,0.215,-0.1034
2483,r133,2020 Q3,538.0,104.0,1095.0,0.0337,-0.037,0.0437,-0.1186
2484,r133,2020 Q3,445.0,105.0,1331.0,0.1125,0.117,0.0114,-0.0278
2485,r133,2020 Q3,430.0,169.0,2025.0,0.0238,0.012,0.075,-0.1378
2486,r133,2020 Q3,505.0,152.0,1993.0,0.01,0.027,0.0521,-0.1556
2487,r133,2020 Q3,550.0,154.0,1273.0,0.0092,0.0548,0.0,0.1846
2488,r133,2020 Q3,515.0,32.0,306.0,0.0842,0.28,0.0729,0.1852
2489,r133,2020 Q3,550.0,49.0,576.0,0.0784,0.0426,0.1,-0.3951
2490,r133,2020 Q3,450.0,5.0,20.0,,,,
2500,r133,2020 Q3,430.0,860.0,7648.0,0.0488,0.1797,0.0488,0.1154
2502,r133,2020 Q3,375.0,94.0,1240.0,-0.0132,-0.1215,0.0274,-0.0309
2505,r133,2020 Q3,340.0,42.0,659.0,-0.0556,-0.2075,0.0149,-0.2364
2506,r133,2020 Q3,420.0,33.0,467.0,-0.0059,-0.175,0.05,0.0313
2508,r133,2020 Q3,550.0,40.0,396.0,0.0,-0.2982,0.028,0.1429
2515,r133,2020 Q3,578.0,60.0,773.0,-0.0043,-0.2208,-0.0375,-0.2
2516,r133,2020 Q3,510.0,20.0,291.0,-0.2154,0.0,0.0049,-0.3529
2517,r133,2020 Q3,460.0,69.0,780.0,0.0,0.1311,-0.08,-0.0282
2518,r133,2020 Q3,400.0,151.0,1875.0,-0.0476,0.0272,-0.0476,-0.0736
2519,r133,2020 Q3,460.0,128.0,1505.0,0.15,0.113,-0.0108,0.0492
2520,r133,2020 Q3,450.0,5.0,5.0,,,,
2525,r133,2020 Q3,470.0,63.0,623.0,-0.0359,0.0862,0.0108,-0.1
2526,r133,2020 Q3,455.0,71.0,737.0,0.0111,0.2241,0.0111,0.2909
2527,r133,2020 Q3,490.0,126.0,1283.0,0.0652,0.008,0.0769,0.1455
2528,r133,2020 Q3,440.0,175.0,2089.0,0.0476,0.0479,0.0476,-0.0223
2529,r133,2020 Q3,500.0,189.0,2033.0,0.0,-0.0207,0.0,0.0216
2530,r133,2020 Q3,470.0,160.0,1847.0,0.0444,-0.0244,0.0444,-0.1061
2533,r133,2020 Q3,500.0,96.0,1072.0,0.0,-0.2381,0.0204,-0.2195
2534,r133,2020 Q3,560.0,31.0,407.0,0.0467,-0.225,0.098,-0.2955
2535,r133,2020 Q3,520.0,38.0,368.0,0.0558,-0.1364,0.253,-0.05
2536,r133,2020 Q3,385.0,187.0,1809.0,0.0132,-0.0361,0.0405,0.0565
2537,r133,2020 Q3,383.0,62.0,776.0,0.02,-0.2051,0.0625,-0.3034
2538,r133,2020 Q3,450.0,5.0,84.0,,,,
2539,r133,2020 Q3,380.0,105.0,1308.0,-0.05,-0.0278,0.027,-0.3046
2540,r133,2020 Q3,390.0,291.0,3406.0,0.0263,-0.1208,0.04,-0.1662
2541,r133,2020 Q3,380.0,250.0,2783.0,0.0556,-0.0637,0.027,-0.0385
2545,r133,2020 Q3,450.0,5.0,20.0,,,,
2546,r133,2020 Q3,355.0,62.0,697.0,0.0143,-0.0746,0.0143,-0.0882
2548,r133,2020 Q3,333.0,90.0,755.0,-0.0221,0.1538,0.0076,-0.0625
2549,r133,2020 Q3,370.0,20.0,157.0,-0.0263,0.3077,-0.039,-0.15
2550,r133,2020 Q3,350.0,75.0,910.0,0.0,0.0135,0.0,0.0
2551,r133,2020 Q3,343.0,20.0,298.0,-0.0352,0.1667,0.123,0.5556
2555,r133,2020 Q3,450.0,5.0,20.0,,,,
2556,r133,2020 Q3,583.0,20.0,141.0,-0.1038,0.0769,-0.0292,0.2727
2557,r133,2020 Q3,530.0,134.0,1302.0,0.0392,0.072,0.06,-0.2343
2558,r133,2020 Q3,413.0,52.0,656.0,-0.0294,-0.1034,0.0,0.04
2559,r133,2020 Q3,370.0,20.0,102.0,-0.039,-0.3333,-0.1685,-0.2
2560,r133,2020 Q3,390.0,710.0,7622.0,0.0,-0.0827,0.0263,-0.0571
2563,r133,2020 Q3,450.0,5.0,32.0,,,,
2564,r133,2020 Q3,380.0,81.0,986.0,0.0556,-0.0122,0.0,-0.0795
2565,r133,2020 Q3,460.0,255.0,2295.0,0.0222,0.0897,0.0698,0.1184
2566,r133,2020 Q3,400.0,152.0,1756.0,-0.0244,0.0935,0.0,0.0556
2567,r133,2020 Q3,470.0,167.0,2311.0,0.0,-0.1347,0.0444,-0.2304
2568,r133,2020 Q3,450.0,5.0,20.0,,,,
2569,r133,2020 Q3,450.0,5.0,20.0,,,,
2570,r133,2020 Q3,500.0,410.0,3809.0,0.0,-0.0596,0.0204,-0.1494
2571,r133,2020 Q3,458.0,62.0,613.0,0.0517,-0.0159,-0.0161,-0.1622
2572,r133,2020 Q3,450.0,31.0,254.0,-0.0217,0.1481,0.125,0.6316
2573,r133,2020 Q3,423.0,52.0,504.0,0.0305,0.2381,0.0432,0.1304
2574,r133,2020 Q3,420.0,20.0,252.0,0.0244,-0.1739,-0.1158,-0.3214
2575,r133,2020 Q3,480.0,145.0,1137.0,0.0,0.6292,0.0052,0.25
2576,r133,2020 Q3,570.0,103.0,842.0,0.0556,0.0729,0.0962,0.0619
2577,r133,2020 Q3,450.0,84.0,934.0,0.0,-0.0118,0.0112,-0.1158
2578,r133,2020 Q3,475.0,20.0,140.0,0.131,0.2727,0.1875,0.2727
2579,r133,2020 Q3,370.0,20.0,166.0,-0.119,0.1053,-0.075,0.1667
2580,r133,2020 Q3,360.0,169.0,2300.0,0.0286,-0.0663,0.0256,-0.214
2581,r133,2020 Q3,450.0,5.0,45.0,,,,
2582,r133,2020 Q3,395.0,49.0,518.0,-0.0125,-0.02,0.0395,-0.1833
2583,r133,2020 Q3,450.0,5.0,124.0,,,,
2584,r133,2020 Q3,450.0,5.0,20.0,,,,
2585,r133,2020 Q3,450.0,5.0,20.0,,,,
2586,r133,2020 Q3,450.0,5.0,110.0,,,,
2587,r133,2020 Q3,270.0,20.0,115.0,0.0189,0.8,0.08,0.3846
2588,r133,2020 Q3,450.0,5.0,5.0,,,,
2590,r133,2020 Q3,280.0,46.0,478.0,0.037,0.0222,0.037,0.2778
2594,r133,2020 Q3,280.0,77.0,1068.0,0.0,-0.3304,0.0566,-0.374
2602,r133,2020 Q3,450.0,5.0,5.0,,,,
2604,r133,2020 Q3,450.0,5.0,5.0,,,,
2607,r133,2020 Q3,450.0,5.0,5.0,,,,
2611,r133,2020 Q3,450.0,5.0,5.0,,,,
2612,r133,2020 Q3,450.0,5.0,5.0,,,,
2614,r133,2020 Q3,450.0,5.0,5.0,,,,
2617,r133,2020 Q3,450.0,5.0,5.0,,,,
2618,r133,2020 Q3,450.0,5.0,20.0,,,,
2619,r133,2020 Q3,570.0,45.0,392.0,-0.0172,0.0465,0.0364,0.2162
2620,r133,2020 Q3,400.0,286.0,3992.0,0.0811,-0.037,0.0811,-0.2956
2621,r133,2020 Q3,565.0,20.0,234.0,0.0561,-0.1429,0.1649,-0.4194
2622,r133,2020 Q3,425.0,20.0,186.0,0.0366,-0.5333,0.0625,-0.3333
2623,r133,2020 Q3,450.0,5.0,20.0,,,,
2625,r133,2020 Q3,450.0,5.0,5.0,,,,
2626,r133,2020 Q3,450.0,5.0,5.0,,,,
2627,r133,2020 Q3,600.0,51.0,468.0,0.2245,-0.4742,0.3333,2.4
2628,r133,2020 Q3,360.0,20.0,131.0,0.152,0.15,0.0286,1.5556
2629,r133,2020 Q3,450.0,5.0,20.0,,,,
2630,r133,2020 Q3,350.0,114.0,770.0,0.0938,0.443,0.0853,0.3571
2631,r133,2020 Q3,450.0,5.0,20.0,,,,
2632,r133,2020 Q3,450.0,5.0,79.0,,,,
2633,r133,2020 Q3,450.0,5.0,5.0,,,,
2640,r133,2020 Q3,320.0,385.0,4096.0,0.0667,-0.047,0.0667,-0.1005
2641,r133,2020 Q3,275.0,161.0,2237.0,0.0185,-0.2297,-0.0517,-0.1571
2642,r133,2020 Q3,340.0,20.0,149.0,-0.0286,-0.2941,-0.0355,-0.25
2643,r133,2020 Q3,313.0,20.0,200.0,-0.0079,-0.5,0.0504,-0.5714
2644,r133,2020 Q3,450.0,5.0,102.0,,,,
2645,r133,2020 Q3,450.0,5.0,20.0,,,,
2646,r133,2020 Q3,250.0,37.0,537.0,-0.0385,-0.1591,-0.0385,-0.2449
2647,r133,2020 Q3,273.0,20.0,188.0,-0.0439,0.0476,0.0093,0.0476
2648,r133,2020 Q3,450.0,5.0,123.0,,,,
2649,r133,2020 Q3,450.0,5.0,5.0,,,,
2650,r133,2020 Q3,320.0,577.0,6458.0,0.0323,-0.0572,0.0323,-0.1164
2651,r133,2020 Q3,330.0,20.0,232.0,0.0645,0.3125,0.1186,0.3125
2652,r133,2020 Q3,450.0,5.0,115.0,,,,
2653,r133,2020 Q3,300.0,20.0,137.0,0.0909,-0.0556,0.1538,-0.2273
2655,r133,2020 Q3,450.0,5.0,20.0,,,,
2656,r133,2020 Q3,450.0,5.0,64.0,,,,
2658,r133,2020 Q3,450.0,5.0,61.0,,,,
2659,r133,2020 Q3,450.0,5.0,20.0,,,,
2660,r133,2020 Q3,450.0,5.0,77.0,,,,
2661,r133,2020 Q3,450.0,5.0,5.0,,,,
2663,r133,2020 Q3,280.0,38.0,413.0,0.0667,-0.24,0.0769,-0.0952
2665,r133,2020 Q3,450.0,5.0,37.0,,,,
2666,r133,2020 Q3,265.0,38.0,348.0,-0.0536,-0.1915,0.0392,0.1176
2668,r133,2020 Q3,450.0,5.0,5.0,,,,
2669,r133,2020 Q3,450.0,5.0,5.0,,,,
2671,r133,2020 Q3,260.0,20.0,276.0,0.0297,-0.2083,0.5294,-0.1364
2672,r133,2020 Q3,450.0,5.0,70.0,,,,
2675,r133,2020 Q3,450.0,5.0,83.0,,,,
2680,r133,2020 Q3,350.0,181.0,2162.0,0.0294,0.1987,0.0769,0.0343
2681,r133,2020 Q3,310.0,20.0,87.0,0.0333,0.7273,0.24,0.5833
2700,r133,2020 Q3,250.0,44.0,397.0,0.1364,0.0732,0.1628,-0.0833
2701,r133,2020 Q3,283.0,20.0,108.0,-0.2566,0.0909,-0.1691,-0.0769
2702,r133,2020 Q3,450.0,5.0,20.0,,,,
2703,r133,2020 Q3,450.0,5.0,34.0,,,,
2705,r133,2020 Q3,270.0,78.0,791.0,-0.0357,0.2381,0.0189,-0.0824
2706,r133,2020 Q3,450.0,5.0,85.0,,,,
2707,r133,2020 Q3,450.0,5.0,35.0,,,,
2710,r133,2020 Q3,220.0,97.0,811.0,-0.12,-0.0673,0.0,0.0899
2711,r133,2020 Q3,180.0,20.0,208.0,-0.027,0.25,0.1077,1.0833
2712,r133,2020 Q3,450.0,5.0,77.0,,,,
2713,r133,2020 Q3,180.0,20.0,177.0,-0.2258,-0.4167,-0.1,-0.0667
2714,r133,2020 Q3,280.0,20.0,156.0,0.037,0.0909,0.0769,-0.4783
2715,r133,2020 Q3,200.0,20.0,85.0,0.25,-0.0833,-0.0698,-0.3889
2716,r133,2020 Q3,450.0,5.0,51.0,,,,
2717,r133,2020 Q3,450.0,5.0,64.0,,,,
2720,r133,2020 Q3,300.0,45.0,679.0,0.1111,-0.3571,0.0909,-0.3919
2721,r133,2020 Q3,450.0,5.0,5.0,,,,
2722,r133,2020 Q3,285.0,20.0,160.0,0.14,0.2857,0.0556,0.125
2725,r133,2020 Q3,450.0,5.0,5.0,,,,
2726,r133,2020 Q3,450.0,5.0,5.0,,,,
2727,r133,2020 Q3,450.0,5.0,5.0,,,,
2729,r133,2020 Q3,450.0,5.0,59.0,,,,
2730,r133,2020 Q3,450.0,5.0,54.0,,,,
2731,r133,2020 Q3,360.0,51.0,481.0,0.0,0.1591,0.125,0.0408
2732,r133,2020 Q3,255.0,20.0,110.0,0.275,-0.2,0.2289,-0.4
2733,r133,2020 Q3,450.0,5.0,20.0,,,,
2734,r133,2020 Q3,450.0,5.0,5.0,,,,
2735,r133,2020 Q3,450.0,5.0,5.0,,,,
2736,r133,2020 Q3,450.0,5.0,20.0,,,,
2737,r133,2020 Q3,450.0,5.0,20.0,,,,
2738,r133,2020 Q3,450.0,5.0,72.0,,,,
2739,r133,2020 Q3,130.0,20.0,113.0,0.0,-0.16,0.0833,-0.3226
2745,r133,2020 Q3,480.0,149.0,1953.0,0.0,-0.255,0.0,-0.2938
2747,r133,2020 Q3,400.0,578.0,5701.0,0.0127,-0.0103,0.0127,-0.0383
2748,r133,2020 Q3,450.0,5.0,75.0,,,,
2749,r133,2020 Q3,460.0,86.0,966.0,0.0455,0.2647,0.0455,-0.165
2750,r133,2020 Q3,395.0,679.0,6636.0,0.0,-0.0596,-0.0125,-0.0543
2752,r133,2020 Q3,460.0,20.0,206.0,0.0395,0.0556,0.0,-0.4242
2753,r133,2020 Q3,440.0,129.0,1525.0,0.1,-0.0227,0.1,-0.0515
2754,r133,2020 Q3,433.0,52.0,532.0,0.0237,0.0833,-0.0389,-0.0189
2756,r133,2020 Q3,450.0,214.0,2358.0,0.0714,-0.1508,0.0714,-0.0614
2757,r133,2020 Q3,450.0,5.0,45.0,,,,
2758,r133,2020 Q3,430.0,20.0,203.0,-0.0444,0.1538,-0.0652,-0.2857
2759,r133,2020 Q3,450.0,131.0,1519.0,0.0227,0.0,0.0,-0.0775
2760,r133,2020 Q3,390.0,458.0,4998.0,0.0833,-0.0518,0.0263,0.0155
2761,r133,2020 Q3,430.0,163.0,2363.0,0.0238,-0.2624,0.0238,-0.2624
2762,r133,2020 Q3,550.0,210.0,1663.0,0.0185,-0.1765,0.0,-0.1829
2763,r133,2020 Q3,460.0,230.0,2632.0,0.0222,-0.0377,0.0,-0.0213
2765,r133,2020 Q3,550.0,301.0,2320.0,0.0185,-0.071,0.1,0.1712
2766,r133,2020 Q3,420.0,107.0,1295.0,0.0182,0.049,0.0,-0.0531
2767,r133,2020 Q3,410.0,121.0,1427.0,-0.0238,0.0614,-0.0238,-0.032
2768,r133,2020 Q3,580.0,140.0,1543.0,0.0175,0.2174,0.0175,-0.1908
2769,r133,2020 Q3,635.0,90.0,969.0,0.0079,0.0465,0.0583,-0.3919
2770,r133,2020 Q3,340.0,569.0,5853.0,0.0303,0.203,0.0,-0.0307
2773,r133,2020 Q3,515.0,20.0,258.0,0.051,0.4444,-0.0844,0.0833
2774,r133,2020 Q3,495.0,41.0,572.0,0.0313,0.0,0.1124,-0.1458
2775,r133,2020 Q3,450.0,5.0,63.0,,,,
2776,r133,2020 Q3,490.0,20.0,181.0,0.0481,0.0,0.1264,-0.125
2777,r133,2020 Q3,450.0,71.0,856.0,0.0,0.127,0.0465,-0.1446
2778,r133,2020 Q3,450.0,5.0,77.0,,,,
2779,r133,2020 Q3,425.0,20.0,249.0,-0.0556,0.2,0.0119,-0.2174
2780,r133,2020 Q3,428.0,148.0,1522.0,0.0688,0.1128,0.0962,0.1128
2782,r133,2020 Q3,450.0,31.0,414.0,-0.1,0.0333,0.0112,0.1481
2783,r133,2020 Q3,450.0,5.0,192.0,,,,
2784,r133,2020 Q3,450.0,5.0,68.0,,,,
2785,r133,2020 Q3,420.0,35.0,410.0,0.0769,-0.0278,0.0701,0.3462
2786,r133,2020 Q3,450.0,5.0,90.0,,,,
2787,r133,2020 Q3,300.0,46.0,353.0,-0.0323,0.0698,-0.0625,-0.1321
2790,r133,2020 Q3,320.0,119.0,1284.0,0.0667,0.1333,0.0323,0.0439
2791,r133,2020 Q3,450.0,5.0,20.0,,,,
2792,r133,2020 Q3,450.0,5.0,5.0,,,,
2793,r133,2020 Q3,450.0,5.0,20.0,,,,
2794,r133,2020 Q3,260.0,82.0,876.0,-0.0189,0.0513,0.0097,0.2424
2795,r133,2020 Q3,328.0,412.0,4227.0,-0.0296,-0.0237,-0.0076,0.0842
2797,r133,2020 Q3,450.0,5.0,5.0,,,,
2798,r133,2020 Q3,450.0,5.0,85.0,,,,
2799,r133,2020 Q3,270.0,35.0,319.0,-0.0847,0.0606,-0.1,0.25
2800,r133,2020 Q3,370.0,456.0,4704.0,0.0571,-0.013,0.0571,-0.042
2803,r133,2020 Q3,450.0,5.0,5.0,,,,
2804,r133,2020 Q3,220.0,20.0,155.0,-0.2479,1.25,-0.0638,0.2
2805,r133,2020 Q3,450.0,5.0,20.0,,,,
2806,r133,2020 Q3,450.0,5.0,20.0,,,,
2807,r133,2020 Q3,450.0,5.0,20.0,,,,
2808,r133,2020 Q3,450.0,5.0,5.0,,,,
2809,r133,2020 Q3,450.0,5.0,5.0,,,,
2810,r133,2020 Q3,235.0,20.0,135.0,0.119,0.0769,0.0444,-0.2222
2818,r133,2020 Q3,450.0,5.0,20.0,,,,
2820,r133,2020 Q3,300.0,83.0,569.0,0.0714,-0.0235,0.1538,0.2969
2821,r133,2020 Q3,285.0,20.0,275.0,0.0179,-0.2593,-0.05,-0.4595
2822,r133,2020 Q3,450.0,5.0,5.0,,,,
2823,r133,2020 Q3,150.0,20.0,85.0,-0.2308,-0.1875,-0.1176,2.25
2824,r133,2020 Q3,210.0,20.0,139.0,-0.125,0.3,-0.0455,0.3684
2825,r133,2020 Q3,220.0,20.0,154.0,-0.1538,0.2105,-0.12,1.0909
2826,r133,2020 Q3,450.0,5.0,5.0,,,,
2827,r133,2020 Q3,220.0,31.0,290.0,-0.0222,1.0667,-0.0435,0.1071
2828,r133,2020 Q3,450.0,5.0,32.0,,,,
2829,r133,2020 Q3,200.0,20.0,176.0,-0.1667,-0.0385,0.0,0.3158
2830,r133,2020 Q3,345.0,427.0,4483.0,0.0455,0.0167,0.0147,-0.1268
2831,r133,2020 Q3,450.0,5.0,48.0,,,,
2832,r133,2020 Q3,450.0,5.0,107.0,,,,
2833,r133,2020 Q3,450.0,5.0,20.0,,,,
2834,r133,2020 Q3,260.0,20.0,150.0,0.1064,-0.1429,0.0947,0.5
2835,r133,2020 Q3,220.0,59.0,552.0,0.1,-0.0923,-0.12,-0.2027
2836,r133,2020 Q3,450.0,5.0,5.0,,,,
2838,r133,2020 Q3,450.0,5.0,5.0,,,,
2839,r133,2020 Q3,450.0,5.0,44.0,,,,
2840,r133,2020 Q3,195.0,20.0,134.0,-0.22,-0.1765,-0.22,-0.2632
2842,r133,2020 Q3,450.0,5.0,20.0,,,,
2843,r133,2020 Q3,450.0,5.0,68.0,,,,
2844,r133,2020 Q3,450.0,5.0,65.0,,,,
2845,r133,2020 Q3,450.0,5.0,126.0,,,,
2846,r133,2020 Q3,450.0,5.0,5.0,,,,
2847,r133,2020 Q3,450.0,5.0,121.0,,,,
2848,r133,2020 Q3,255.0,20.0,189.0,-0.0192,-0.1111,0.0,-0.0588
2849,r133,2020 Q3,450.0,5.0,86.0,,,,
2850,r133,2020 Q3,420.0,203.0,1689.0,0.098,-0.0333,0.0769,0.0201
2852,r133,2020 Q3,350.0,20.0,259.0,0.0448,0.8125,0.0606,0.381
2864,r133,2020 Q3,450.0,5.0,20.0,,,,
2865,r133,2020 Q3,450.0,5.0,20.0,,,,
2866,r133,2020 Q3,300.0,20.0,155.0,0.1111,-0.2353,0.1538,-0.381
2867,r133,2020 Q3,450.0,5.0,5.0,,,,
2868,r133,2020 Q3,450.0,5.0,20.0,,,,
2869,r133,2020 Q3,450.0,5.0,60.0,,,,
2870,r133,2020 Q3,310.0,100.0,982.0,0.042,-0.0385,-0.0159,-0.0196
2871,r133,2020 Q3,280.0,73.0,733.0,0.0182,-0.2151,0.037,0.1587
2873,r133,2020 Q3,450.0,5.0,20.0,,,,
2874,r133,2020 Q3,450.0,5.0,5.0,,,,
2875,r133,2020 Q3,450.0,5.0,20.0,,,,
2876,r133,2020 Q3,450.0,5.0,5.0,,,,
2877,r133,2020 Q3,250.0,20.0,211.0,0.0417,0.9333,0.1364,0.3182
2878,r133,2020 Q3,450.0,5.0,20.0,,,,
2879,r133,2020 Q3,450.0,5.0,5.0,,,,
2880,r133,2020 Q3,250.0,163.0,1656.0,0.087,0.3471,0.0,-0.0061
2905,r133,2020 Q3,450.0,5.0,5.0,,,,
2906,r133,2020 Q3,450.0,5.0,5.0,,,,
2000,r134,2020 Q4,550.0,1705.0,9140.0,-0.0833,-0.0575,-0.2143,0.6965
2007,r134,2020 Q4,480.0,347.0,1979.0,-0.04,-0.1034,-0.1273,0.0266
2008,r134,2020 Q4,490.0,915.0,4514.0,-0.0755,0.1145,-0.0841,0.3885
2009,r134,2020 Q4,550.0,543.0,3247.0,-0.0756,0.0402,-0.2308,0.8986
2010,r134,2020 Q4,518.0,1158.0,8521.0,-0.0591,-0.0661,-0.1786,0.3041
2011,r134,2020 Q4,470.0,951.0,7684.0,-0.0505,-0.0649,-0.1455,0.3843
