postcode,skey,time_period,year,quarter,dwelling_type,median_price,mean_price,sales_no,Qdelta_median,Adelta_median,Qdelta_count,Adelta_count,rkey,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2330,s129,2019 Q2,2019,Q2,Non Strata,403.0,435.0,78.0,-0.0417,-0.064,0.4182,-0.1333,r128,380.0,141.0,1547.0,0.0133,-0.1242,0.0857,-0.1402
2330,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,380.0,141.0,1547.0,0.0133,-0.1242,0.0857,-0.1402
2333,s129,2019 Q2,2019,Q2,Total,317.0,340.0,60.0,-0.0262,0.1125,0.2,-0.2308,r128,350.0,186.0,1359.0,-0.0541,0.1553,0.0606,0.4762
2333,s129,2019 Q2,2019,Q2,Non Strata,330.0,355.0,53.0,0.003,0.1186,0.1277,-0.2535,r128,350.0,186.0,1359.0,-0.0541,0.1553,0.0606,0.4762
2333,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,350.0,186.0,1359.0,-0.0541,0.1553,0.0606,0.4762
2334,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,378.0,20.0,197.0,0.0786,0.2308,0.1103,0.0
2334,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,378.0,20.0,197.0,0.0786,0.2308,0.1103,0.0
2335,s129,2019 Q2,2019,Q2,Total,490.0,496.0,20.0,-0.0918,0.0884,0.0,-0.5,r128,420.0,69.0,541.0,0.0244,0.1311,0.0633,0.3269
2335,s129,2019 Q2,2019,Q2,Non Strata,490.0,496.0,20.0,-0.0918,0.0653,0.0,-0.4857,r128,420.0,69.0,541.0,0.0244,0.1311,0.0633,0.3269
2336,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,280.0,20.0,136.0,-0.0968,0.2727,-0.2,0.2727
2336,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,280.0,20.0,136.0,-0.0968,0.2727,-0.2,0.2727
2337,s129,2019 Q2,2019,Q2,Total,350.0,370.0,20.0,-0.1411,0.0294,-0.1071,-0.3243,r128,305.0,56.0,554.0,-0.0469,0.0566,0.0167,-0.082
2337,s129,2019 Q2,2019,Q2,Non Strata,350.0,370.0,20.0,-0.1411,0.0145,-0.1071,-0.3056,r128,305.0,56.0,554.0,-0.0469,0.0566,0.0167,-0.082
2338,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,78.0,,,,
2338,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,78.0,,,,
2340,s129,2019 Q2,2019,Q2,Total,345.0,376.0,133.0,0.0,-0.0178,-0.1419,-0.4267,r128,320.0,541.0,5126.0,0.0323,0.0929,0.0159,-0.0768
2340,s129,2019 Q2,2019,Q2,Non Strata,350.0,384.0,124.0,0.0,-0.021,-0.1565,-0.4464,r128,320.0,541.0,5126.0,0.0323,0.0929,0.0159,-0.0768
2340,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,320.0,541.0,5126.0,0.0323,0.0929,0.0159,-0.0768
2341,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,240.0,20.0,135.0,0.0,0.2727,0.0909,-0.0667
2341,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,240.0,20.0,135.0,0.0,0.2727,0.0909,-0.0667
2343,s129,2019 Q2,2019,Q2,Total,216.0,215.0,20.0,-0.1204,-0.0731,0.5455,-0.32,r128,250.0,42.0,349.0,-0.0385,0.1351,0.0,0.05
2343,s129,2019 Q2,2019,Q2,Non Strata,216.0,215.0,20.0,-0.1204,-0.0731,0.5455,-0.32,r128,250.0,42.0,349.0,-0.0385,0.1351,0.0,0.05
2345,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2345,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2346,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,248.0,20.0,256.0,-0.1316,0.4118,-0.1161,0.2632
2346,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,248.0,20.0,256.0,-0.1316,0.4118,-0.1161,0.2632
2347,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,103.0,,,,
2347,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,103.0,,,,
2350,s129,2019 Q2,2019,Q2,Total,325.0,350.0,92.0,-0.0972,-0.0714,0.1358,-0.156,r128,320.0,279.0,3155.0,0.0579,-0.3659,0.0667,-0.0346
2350,s129,2019 Q2,2019,Q2,Non Strata,340.0,362.0,83.0,-0.0685,-0.0286,0.1216,-0.1616,r128,320.0,279.0,3155.0,0.0579,-0.3659,0.0667,-0.0346
2350,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,320.0,279.0,3155.0,0.0579,-0.3659,0.0667,-0.0346
2352,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,320.0,20.0,183.0,-0.0154,0.0556,0.0756,0.0556
2352,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,320.0,20.0,183.0,-0.0154,0.0556,0.0756,0.0556
2354,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,220.0,20.0,126.0,0.0,-0.3889,-0.033,-0.3889
2354,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,220.0,20.0,126.0,0.0,-0.3889,-0.033,-0.3889
2357,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,200.0,20.0,222.0,-0.1667,0.2353,-0.1304,-0.16
2357,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,200.0,20.0,222.0,-0.1667,0.2353,-0.1304,-0.16
2358,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,290.0,20.0,289.0,0.0545,0.3182,0.0741,-0.1212
2358,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,290.0,20.0,289.0,0.0545,0.3182,0.0741,-0.1212
2360,s129,2019 Q2,2019,Q2,Total,253.0,270.0,48.0,-0.0194,0.0151,0.0435,-0.3333,r128,290.0,170.0,1226.0,0.0,0.0429,0.0357,-0.0286
2360,s129,2019 Q2,2019,Q2,Non Strata,253.0,270.0,48.0,-0.0194,0.01,0.0435,-0.3239,r128,290.0,170.0,1226.0,0.0,0.0429,0.0357,-0.0286
2365,s129,2019 Q2,2019,Q2,Total,213.0,211.0,20.0,-0.1146,-0.3254,-0.1429,0.5,r128,280.0,20.0,205.0,0.0182,0.2083,0.0,0.381
2365,s129,2019 Q2,2019,Q2,Non Strata,213.0,211.0,20.0,-0.1146,-0.3254,-0.1429,0.5,r128,280.0,20.0,205.0,0.0182,0.2083,0.0,0.381
2369,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2369,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2370,s129,2019 Q2,2019,Q2,Total,219.0,250.0,31.0,-0.0267,0.3687,-0.1842,-0.0312,r128,238.0,52.0,618.0,0.0326,-0.2877,0.0326,-0.4286
2370,s129,2019 Q2,2019,Q2,Non Strata,219.0,250.0,31.0,-0.0267,0.3687,-0.1842,-0.0312,r128,238.0,52.0,618.0,0.0326,-0.2877,0.0326,-0.4286
2371,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,37.0,,,,
2371,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,37.0,,,,
2372,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,235.0,36.0,355.0,-0.1296,-0.122,-0.0208,0.0588
2372,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,235.0,36.0,355.0,-0.1296,-0.122,-0.0208,0.0588
2380,s129,2019 Q2,2019,Q2,Total,323.0,350.0,34.0,-0.0652,-0.043,0.2593,-0.1053,r128,340.0,150.0,1166.0,-0.0145,0.087,0.0303,0.1111
2380,s129,2019 Q2,2019,Q2,Non Strata,323.0,350.0,34.0,-0.0652,-0.043,0.2593,-0.0556,r128,340.0,150.0,1166.0,-0.0145,0.087,0.0303,0.1111
2388,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,117.0,,,,
2388,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,117.0,,,,
2390,s129,2019 Q2,2019,Q2,Total,305.0,333.0,20.0,0.0893,-0.0615,-0.4,-0.4444,r128,330.0,84.0,801.0,0.1,0.037,-0.0294,-0.0769
2390,s129,2019 Q2,2019,Q2,Non Strata,305.0,333.0,20.0,0.0893,-0.0615,-0.4,-0.4444,r128,330.0,84.0,801.0,0.1,0.037,-0.0294,-0.0769
2396,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2396,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2400,s129,2019 Q2,2019,Q2,Total,150.0,191.0,20.0,-0.2254,-0.3081,0.7333,-0.1333,r128,260.0,119.0,942.0,-0.0714,0.1442,-0.037,-0.1314
2400,s129,2019 Q2,2019,Q2,Non Strata,150.0,191.0,20.0,-0.2254,-0.3081,0.7333,-0.1333,r128,260.0,119.0,942.0,-0.0714,0.1442,-0.037,-0.1314
2402,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,220.0,20.0,91.0,0.1,0.1818,-0.12,0.3
2402,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,220.0,20.0,91.0,0.1,0.1818,-0.12,0.3
2404,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,94.0,,,,
2404,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,94.0,,,,
2409,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2409,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2420,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,350.0,20.0,229.0,0.1864,0.2273,0.0606,1.0769
2420,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,350.0,20.0,229.0,0.1864,0.2273,0.0606,1.0769
2421,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2421,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2422,s129,2019 Q2,2019,Q2,Total,343.0,376.0,20.0,0.1521,0.2133,0.0769,-0.2222,r128,265.0,42.0,431.0,0.0192,-0.0455,-0.0364,-0.0667
2422,s129,2019 Q2,2019,Q2,Non Strata,343.0,376.0,20.0,0.1521,0.2133,0.0769,-0.2222,r128,265.0,42.0,431.0,0.0192,-0.0455,-0.0364,-0.0667
2423,s129,2019 Q2,2019,Q2,Total,424.0,465.0,20.0,0.1944,0.1616,-0.1765,0.1667,r128,355.0,20.0,148.0,-0.0719,0.2,0.0143,-0.3333
2423,s129,2019 Q2,2019,Q2,Non Strata,424.0,465.0,20.0,0.1944,0.1616,-0.1765,0.1667,r128,355.0,20.0,148.0,-0.0719,0.2,0.0143,-0.3333
2425,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,64.0,,,,
2425,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,64.0,,,,
2427,s129,2019 Q2,2019,Q2,Total,500.0,526.0,20.0,0.0363,0.002,0.0556,-0.2963,r128,320.0,20.0,282.0,-0.0303,0.2609,0.0407,-0.275
2427,s129,2019 Q2,2019,Q2,Non Strata,520.0,537.0,20.0,0.0777,0.0421,0.0,-0.28,r128,320.0,20.0,282.0,-0.0303,0.2609,0.0407,-0.275
2427,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,320.0,20.0,282.0,-0.0303,0.2609,0.0407,-0.275
2428,s129,2019 Q2,2019,Q2,Total,450.0,467.0,128.0,-0.0374,-0.0774,-0.0303,-0.3333,r128,340.0,255.0,2396.0,-0.0286,0.1591,-0.0286,0.02
2428,s129,2019 Q2,2019,Q2,Non Strata,470.0,506.0,91.0,-0.1065,-0.1132,0.0225,-0.2353,r128,340.0,255.0,2396.0,-0.0286,0.1591,-0.0286,0.02
2428,s129,2019 Q2,2019,Q2,Strata,360.0,372.0,37.0,-0.1086,-0.1216,-0.1395,-0.4932,r128,340.0,255.0,2396.0,-0.0286,0.1591,-0.0286,0.02
2429,s129,2019 Q2,2019,Q2,Total,363.0,385.0,34.0,-0.1212,0.0069,-0.0556,-0.32,r128,320.0,34.0,488.0,0.0,-0.2093,-0.0303,-0.2444
2429,s129,2019 Q2,2019,Q2,Non Strata,363.0,385.0,34.0,-0.1212,-0.0333,-0.0556,-0.2609,r128,320.0,34.0,488.0,0.0,-0.2093,-0.0303,-0.2444
2430,s129,2019 Q2,2019,Q2,Total,410.0,436.0,151.0,0.1081,0.0459,0.3363,-0.1371,r128,330.0,259.0,2720.0,0.0,0.1021,0.0313,0.1164
2430,s129,2019 Q2,2019,Q2,Non Strata,445.0,455.0,133.0,0.1649,0.0723,0.3168,-0.1687,r128,330.0,259.0,2720.0,0.0,0.1021,0.0313,0.1164
2430,s129,2019 Q2,2019,Q2,Strata,280.0,295.0,20.0,-0.0667,0.0811,0.5,0.2,r128,330.0,259.0,2720.0,0.0,0.1021,0.0313,0.1164
2431,s129,2019 Q2,2019,Q2,Total,400.0,403.0,20.0,-0.0566,-0.0909,0.05,-0.3824,r128,350.0,55.0,541.0,0.0606,-0.1538,0.0,0.2222
2431,s129,2019 Q2,2019,Q2,Non Strata,430.0,447.0,20.0,0.0047,-0.0444,-0.1176,-0.4,r128,350.0,55.0,541.0,0.0606,-0.1538,0.0,0.2222
2431,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,350.0,55.0,541.0,0.0606,-0.1538,0.0,0.2222
2439,s129,2019 Q2,2019,Q2,Total,460.0,499.0,20.0,-0.1474,-0.1636,5.0,0.0909,r128,330.0,20.0,104.0,-0.1538,-0.0833,0.0185,0.0
2439,s129,2019 Q2,2019,Q2,Non Strata,460.0,499.0,20.0,-0.1474,-0.1636,5.0,0.0909,r128,330.0,20.0,104.0,-0.1538,-0.0833,0.0185,0.0
2440,s129,2019 Q2,2019,Q2,Total,395.0,572.0,92.0,0.1955,0.3603,0.4839,-0.098,r128,310.0,120.0,1617.0,-0.0312,-0.1946,0.0333,-0.2258
2440,s129,2019 Q2,2019,Q2,Non Strata,327.0,340.0,59.0,-0.0106,0.1259,-0.0328,-0.3918,r128,310.0,120.0,1617.0,-0.0312,-0.1946,0.0333,-0.2258
2440,s129,2019 Q2,2019,Q2,Strata,1000.0,985.0,33.0,3.1667,2.4188,32.0,5.6,r128,310.0,120.0,1617.0,-0.0312,-0.1946,0.0333,-0.2258
2441,s129,2019 Q2,2019,Q2,Total,345.0,369.0,20.0,-0.1068,-0.3235,0.5,-0.2941,r128,315.0,20.0,205.0,0.05,1.4444,0.0862,0.0476
2441,s129,2019 Q2,2019,Q2,Non Strata,345.0,369.0,20.0,-0.1068,-0.3235,0.5,-0.2941,r128,315.0,20.0,205.0,0.05,1.4444,0.0862,0.0476
2443,s129,2019 Q2,2019,Q2,Total,492.0,502.0,31.0,-0.0629,0.0581,0.0333,-0.3404,r128,340.0,55.0,702.0,0.0303,-0.1538,-0.0286,-0.1406
2443,s129,2019 Q2,2019,Q2,Non Strata,515.0,516.0,20.0,-0.0721,0.1028,0.1739,-0.3415,r128,340.0,55.0,702.0,0.0303,-0.1538,-0.0286,-0.1406
2443,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,340.0,55.0,702.0,0.0303,-0.1538,-0.0286,-0.1406
2444,s129,2019 Q2,2019,Q2,Total,510.0,540.0,197.0,-0.0297,-0.0355,0.0051,-0.2704,r128,390.0,528.0,5305.0,-0.0127,-0.147,0.013,-0.0294
2444,s129,2019 Q2,2019,Q2,Non Strata,541.0,597.0,128.0,-0.0534,-0.0632,-0.0448,-0.3298,r128,390.0,528.0,5305.0,-0.0127,-0.147,0.013,-0.0294
2444,s129,2019 Q2,2019,Q2,Strata,376.0,434.0,69.0,-0.0384,-0.0105,0.1129,-0.1266,r128,390.0,528.0,5305.0,-0.0127,-0.147,0.013,-0.0294
2445,s129,2019 Q2,2019,Q2,Total,590.0,624.0,20.0,-0.1128,-0.0923,-0.4348,-0.3158,r128,420.0,42.0,350.0,0.006,0.1667,0.1351,0.1351
2445,s129,2019 Q2,2019,Q2,Non Strata,590.0,624.0,20.0,-0.1128,-0.0923,-0.4348,-0.2778,r128,420.0,42.0,350.0,0.006,0.1667,0.1351,0.1351
2446,s129,2019 Q2,2019,Q2,Total,518.0,542.0,34.0,0.2105,0.0371,0.1333,-0.5405,r128,380.0,77.0,773.0,0.027,0.1324,0.0556,-0.0375
2446,s129,2019 Q2,2019,Q2,Non Strata,539.0,552.0,32.0,0.2523,0.077,0.1852,-0.5429,r128,380.0,77.0,773.0,0.027,0.1324,0.0556,-0.0375
2446,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,380.0,77.0,773.0,0.027,0.1324,0.0556,-0.0375
2447,s129,2019 Q2,2019,Q2,Total,407.0,415.0,20.0,-0.107,-0.1476,0.1111,-0.2308,r128,350.0,43.0,410.0,0.0,0.1622,0.0294,0.0
2447,s129,2019 Q2,2019,Q2,Non Strata,407.0,415.0,20.0,-0.107,-0.1476,0.1111,-0.2308,r128,350.0,43.0,410.0,0.0,0.1622,0.0294,0.0
2448,s129,2019 Q2,2019,Q2,Total,455.0,477.0,20.0,0.2727,0.1622,-0.45,-0.5,r128,340.0,87.0,960.0,0.0625,-0.1553,0.0303,-0.1212
2448,s129,2019 Q2,2019,Q2,Non Strata,470.0,493.0,20.0,0.245,0.1124,-0.4118,-0.4444,r128,340.0,87.0,960.0,0.0625,-0.1553,0.0303,-0.1212
2448,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,340.0,87.0,960.0,0.0625,-0.1553,0.0303,-0.1212
2449,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,90.0,,,,
2449,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,90.0,,,,
2450,s129,2019 Q2,2019,Q2,Total,520.0,548.0,167.0,0.0272,0.04,0.0987,-0.2304,r128,395.0,396.0,4292.0,-0.0125,-0.0198,0.0822,-0.0855
2450,s129,2019 Q2,2019,Q2,Non Strata,558.0,583.0,111.0,-0.0287,0.0136,0.0374,-0.2697,r128,395.0,396.0,4292.0,-0.0125,-0.0198,0.0822,-0.0855
2450,s129,2019 Q2,2019,Q2,Strata,380.0,478.0,56.0,0.1621,0.1176,0.2444,-0.1385,r128,395.0,396.0,4292.0,-0.0125,-0.0198,0.0822,-0.0855
2452,s129,2019 Q2,2019,Q2,Total,475.0,484.0,53.0,0.0497,0.082,0.2619,-0.2319,r128,390.0,100.0,1306.0,-0.025,-0.1736,0.0,-0.2701
2452,s129,2019 Q2,2019,Q2,Non Strata,496.0,537.0,36.0,0.0503,0.0626,0.0,-0.2941,r128,390.0,100.0,1306.0,-0.025,-0.1736,0.0,-0.2701
2452,s129,2019 Q2,2019,Q2,Strata,350.0,372.0,20.0,0.105,-0.1546,1.8333,-0.0556,r128,390.0,100.0,1306.0,-0.025,-0.1736,0.0,-0.2701
2453,s129,2019 Q2,2019,Q2,Total,363.0,376.0,20.0,0.0069,-0.0681,-0.0769,0.0909,r128,300.0,20.0,131.0,-0.0164,-0.1875,-0.0769,-0.0714
2453,s129,2019 Q2,2019,Q2,Non Strata,363.0,376.0,20.0,0.0069,-0.0681,-0.0769,0.0909,r128,300.0,20.0,131.0,-0.0164,-0.1875,-0.0769,-0.0714
2454,s129,2019 Q2,2019,Q2,Total,655.0,650.0,20.0,0.1877,0.0616,-0.4091,-0.5,r128,400.0,56.0,468.0,0.0596,-0.0345,0.0127,0.12
2454,s129,2019 Q2,2019,Q2,Non Strata,655.0,650.0,20.0,0.1877,0.0616,-0.4091,-0.5,r128,400.0,56.0,468.0,0.0596,-0.0345,0.0127,0.12
2455,s129,2019 Q2,2019,Q2,Total,505.0,502.0,20.0,0.0254,0.1348,0.5,0.1538,r128,350.0,33.0,236.0,0.0769,0.5,0.0,0.65
2455,s129,2019 Q2,2019,Q2,Non Strata,505.0,502.0,20.0,0.0254,0.1348,0.5,0.1538,r128,350.0,33.0,236.0,0.0769,0.5,0.0,0.65
2456,s129,2019 Q2,2019,Q2,Total,553.0,556.0,60.0,0.0068,-0.0822,0.25,0.0345,r128,430.0,115.0,1106.0,-0.0337,0.0088,0.0488,-0.0574
2456,s129,2019 Q2,2019,Q2,Non Strata,550.0,550.0,58.0,-0.0452,-0.097,0.3182,0.0741,r128,430.0,115.0,1106.0,-0.0337,0.0088,0.0488,-0.0574
2456,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,430.0,115.0,1106.0,-0.0337,0.0088,0.0488,-0.0574
2460,s129,2019 Q2,2019,Q2,Total,315.0,327.0,113.0,-0.1164,-0.0032,0.2021,-0.2416,r128,345.0,197.0,2330.0,-0.0143,0.1657,0.0781,0.0314
2460,s129,2019 Q2,2019,Q2,Non Strata,315.0,329.0,107.0,-0.1201,-0.0156,0.2442,-0.2132,r128,345.0,197.0,2330.0,-0.0143,0.1657,0.0781,0.0314
2460,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,345.0,197.0,2330.0,-0.0143,0.1657,0.0781,0.0314
2462,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,390.0,20.0,181.0,-0.1702,0.5,-0.1186,1.1
2462,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,390.0,20.0,181.0,-0.1702,0.5,-0.1186,1.1
2463,s129,2019 Q2,2019,Q2,Total,425.0,438.0,35.0,-0.0341,-0.0608,0.2069,-0.1026,r128,370.0,39.0,507.0,-0.0263,-0.2353,-0.0513,-0.48
2463,s129,2019 Q2,2019,Q2,Non Strata,425.0,438.0,35.0,-0.0341,-0.0608,0.2069,-0.1026,r128,370.0,39.0,507.0,-0.0263,-0.2353,-0.0513,-0.48
2464,s129,2019 Q2,2019,Q2,Total,555.0,610.0,46.0,-0.044,0.1328,0.4839,0.0222,r128,420.0,97.0,846.0,-0.0667,0.0778,-0.0175,0.0778
2464,s129,2019 Q2,2019,Q2,Non Strata,572.0,665.0,20.0,-0.2474,0.1,0.6471,-0.1515,r128,420.0,97.0,846.0,-0.0667,0.0778,-0.0175,0.0778
2464,s129,2019 Q2,2019,Q2,Strata,430.0,525.0,20.0,0.0306,0.0456,0.2857,0.5,r128,420.0,97.0,846.0,-0.0667,0.0778,-0.0175,0.0778
2466,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,360.0,20.0,234.0,-0.0769,-0.0385,0.125,1.7778
2466,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,360.0,20.0,234.0,-0.0769,-0.0385,0.125,1.7778
2466,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,360.0,20.0,234.0,-0.0769,-0.0385,0.125,1.7778
2469,s129,2019 Q2,2019,Q2,Total,280.0,361.0,20.0,-0.3385,-0.2,0.625,-0.2778,r128,270.0,20.0,125.0,-0.2286,0.5714,-0.2895,2.6667
2469,s129,2019 Q2,2019,Q2,Non Strata,280.0,361.0,20.0,-0.3385,-0.2,0.625,-0.2778,r128,270.0,20.0,125.0,-0.2286,0.5714,-0.2895,2.6667
2470,s129,2019 Q2,2019,Q2,Total,301.0,318.0,50.0,0.058,-0.0851,0.1364,-0.4048,r128,320.0,71.0,1203.0,0.0323,-0.1647,0.0847,-0.3879
2470,s129,2019 Q2,2019,Q2,Non Strata,301.0,324.0,46.0,0.058,-0.1147,0.0455,-0.3947,r128,320.0,71.0,1203.0,0.0323,-0.1647,0.0847,-0.3879
2470,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,320.0,71.0,1203.0,0.0323,-0.1647,0.0847,-0.3879
2471,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,121.0,,,,
2471,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,121.0,,,,
2472,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,393.0,20.0,129.0,-0.0187,0.75,0.0329,0.0769
2472,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,393.0,20.0,129.0,-0.0187,0.75,0.0329,0.0769
2473,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,400.0,45.0,472.0,-0.0123,-0.0217,0.1429,-0.0816
2473,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,400.0,45.0,472.0,-0.0123,-0.0217,0.1429,-0.0816
2473,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,400.0,45.0,472.0,-0.0123,-0.0217,0.1429,-0.0816
2474,s129,2019 Q2,2019,Q2,Total,298.0,344.0,20.0,-0.0585,-0.125,0.5,-0.1818,r128,300.0,38.0,381.0,0.0169,0.4615,0.0345,0.2667
2474,s129,2019 Q2,2019,Q2,Non Strata,298.0,344.0,20.0,-0.0585,-0.125,0.5,-0.1818,r128,300.0,38.0,381.0,0.0169,0.4615,0.0345,0.2667
2477,s129,2019 Q2,2019,Q2,Total,558.0,572.0,44.0,-0.0133,-0.1008,0.76,-0.2143,r128,450.0,64.0,859.0,0.0651,-0.1579,0.125,0.0847
2477,s129,2019 Q2,2019,Q2,Non Strata,580.0,617.0,36.0,0.0043,-0.1119,0.8,-0.25,r128,450.0,64.0,859.0,0.0651,-0.1579,0.125,0.0847
2477,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,450.0,64.0,859.0,0.0651,-0.1579,0.125,0.0847
2478,s129,2019 Q2,2019,Q2,Total,639.0,682.0,104.0,0.0872,-0.0211,0.0947,-0.1613,r128,480.0,278.0,2854.0,-0.04,0.0296,0.0435,0.0109
2478,s129,2019 Q2,2019,Q2,Non Strata,724.0,777.0,58.0,0.1226,-0.0089,0.16,-0.284,r128,480.0,278.0,2854.0,-0.04,0.0296,0.0435,0.0109
2478,s129,2019 Q2,2019,Q2,Strata,553.0,562.0,46.0,0.0524,0.0045,0.0222,0.0698,r128,480.0,278.0,2854.0,-0.04,0.0296,0.0435,0.0109
2479,s129,2019 Q2,2019,Q2,Total,1090.0,1321.0,20.0,-0.0723,-0.2073,0.5556,-0.3913,r128,655.0,44.0,333.0,0.0077,0.1282,0.0565,0.1
