LGA,council,suburb,postcode
NEWCASTLE,NEWCASTLE CITY COUNCIL,KOTARA,2289.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,LAMBTON,2299.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,LENAGHAN,2322.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MARYLAND,2287.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MARYVILLE,2293.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MAYFIELD,2304.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MAYFIELD EAST,2304.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MAYFIELD NORTH,2304.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MAYFIELD WEST,2304.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MEREWETHER,2291.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MEREWETHER HEIGHTS,2291.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,MINMI,2287.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,NEW LAMBTON,2305.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,NEW LAMBTON HEIGHTS,2305.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,NEWCASTLE,2300.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,NEWCASTLE EAST,2300.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,NEWCASTLE WEST,2302.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,NORTH LAMBTON,2299.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,RANKIN PARK,2287.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,SANDGATE,2304.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,SHORTLAND,2307.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,STOCKTON,2295.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,TARRO,2322.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,THE HILL,2300.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,THE JUNCTION,2291.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,TIGHES HILL,2297.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,WALLSEND,2287.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,WARABROOK,2304.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,WARATAH,2298.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,WARATAH WEST,2298.0
NEWCASTLE,NEWCASTLE CITY COUNCIL,WICKHAM,2293.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,CAMMERAY,2062.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,CREMORNE,2090.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,CREMORNE POINT,2090.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,CROWS NEST,2065.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,KIRRIBILLI,2061.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,KURRABA POINT,2089.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,LAVENDER BAY,2060.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,MCMAHONS POINT,2060.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,MILSONS POINT,2061.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,NEUTRAL BAY,2089.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,NORTH SYDNEY,2060.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,ST LEONARDS,2065.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,WAVERTON,2060.0
NORTH SYDNEY,NORTH SYDNEY COUNCIL,WOLLSTONECRAFT,2065.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,ALLAMBIE HEIGHTS,2100.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,AVALON BEACH,2107.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BALGOWLAH,2093.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BALGOWLAH HEIGHTS,2093.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BAYVIEW,2104.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BEACON HILL,2100.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BELROSE,2085.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BILGOLA BEACH,2107.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BILGOLA PLATEAU,2107.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,BROOKVALE,2100.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,CHURCH POINT,2105.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,CLAREVILLE,2107.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,CLONTARF,2093.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,COASTERS RETREAT,2108.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,COLLAROY,2097.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,COLLAROY PLATEAU,2097.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,COTTAGE POINT,2084.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,CROMER,2099.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,CURL CURL,2096.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,CURRAWONG BEACH,2108.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,DAVIDSON,2085.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,DEE WHY,2099.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,DUFFYS FOREST,2084.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,ELANORA HEIGHTS,2101.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,ELVINA BAY,2105.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,FAIRLIGHT,2094.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,FORESTVILLE,2087.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,FRENCHS FOREST,2086.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,FRESHWATER,2096.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,GREAT MACKEREL BEACH,2108.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,INGLESIDE,2101.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,KILLARNEY HEIGHTS,2087.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,LOVETT BAY,2105.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,MANLY,2095.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,MANLY VALE,2093.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,MCCARRS CREEK,2105.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,MONA VALE,2103.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,MORNING BAY,2105.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NARRABEEN,2101.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NARRAWEENA,2099.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NEWPORT,2106.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NORTH BALGOWLAH,2093.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NORTH CURL CURL,2099.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NORTH MANLY,2100.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,NORTH NARRABEEN,2101.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,OXFORD FALLS,2100.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,PALM BEACH,2108.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,QUEENSCLIFF,2096.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,SCOTLAND ISLAND,2105.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,SEAFORTH,2092.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,TERREY HILLS,2084.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,WARRIEWOOD,2102.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,WHALE BEACH,2107.0
NORTHERN BEACHES,NORTHERN BEACHES COUNCIL,WHEELER HEIGHTS,2097.0
OBERON,OBERON COUNCIL,ARKSTONE,2795.0
OBERON,OBERON COUNCIL,BALD RIDGE,2795.0
OBERON,OBERON COUNCIL,BALLYROE,2795.0
OBERON,OBERON COUNCIL,BLACK SPRINGS,2787.0
OBERON,OBERON COUNCIL,BURRAGA,2795.0
OBERON,OBERON COUNCIL,CHARLTON,2795.0
OBERON,OBERON COUNCIL,CHATHAM VALLEY,2787.0
OBERON,OBERON COUNCIL,DOG ROCKS,2795.0
OBERON,OBERON COUNCIL,DUCKMALOI,2787.0
OBERON,OBERON COUNCIL,EDITH,2787.0
OBERON,OBERON COUNCIL,ESSINGTON,2787.0
OBERON,OBERON COUNCIL,GANBENANG,2790.0
OBERON,OBERON COUNCIL,GILMANDYKE,2795.0
OBERON,OBERON COUNCIL,GINGKIN,2787.0
OBERON,OBERON COUNCIL,GURNANG,2787.0
OBERON,OBERON COUNCIL,HAZELGROVE,2787.0
OBERON,OBERON COUNCIL,ISABELLA,2795.0
OBERON,OBERON COUNCIL,JAUNTER,2787.0
OBERON,OBERON COUNCIL,JENOLAN,2790.0
OBERON,OBERON COUNCIL,JEREMY,2795.0
OBERON,OBERON COUNCIL,JERRONG,2580.0
OBERON,OBERON COUNCIL,JUDDS CREEK,2795.0
OBERON,OBERON COUNCIL,KANANGRA,2787.0
OBERON,OBERON COUNCIL,MAYFIELD,2787.0
OBERON,OBERON COUNCIL,MOUNT DAVID,2795.0
OBERON,OBERON COUNCIL,MOUNT OLIVE,2787.0
OBERON,OBERON COUNCIL,MOUNT WERONG,2787.0
OBERON,OBERON COUNCIL,MOZART,2787.0
OBERON,OBERON COUNCIL,NORWAY,2787.0
OBERON,OBERON COUNCIL,OBERON,2787.0
OBERON,OBERON COUNCIL,O'CONNELL,2795.0
OBERON,OBERON COUNCIL,PALING YARDS,2580.0
OBERON,OBERON COUNCIL,PORTERS RETREAT,2787.0
OBERON,OBERON COUNCIL,ROCKLEY,2795.0
OBERON,OBERON COUNCIL,SHOOTERS HILL,2787.0
OBERON,OBERON COUNCIL,TARANA,2787.0
OBERON,OBERON COUNCIL,THE LAGOON,2795.0
OBERON,OBERON COUNCIL,THE MEADOWS,2787.0
OBERON,OBERON COUNCIL,TRIANGLE FLAT,2795.0
OBERON,OBERON COUNCIL,TWENTY FORESTS,2795.0
OBERON,OBERON COUNCIL,WIARBOROUGH,2580.0
OBERON,OBERON COUNCIL,WISEMANS CREEK,2795.0
ORANGE,ORANGE CITY COUNCIL,CANOBOLAS,2800.0
ORANGE,ORANGE CITY COUNCIL,CLIFTON GROVE,2800.0
ORANGE,ORANGE CITY COUNCIL,EMU SWAMP,2800.0
ORANGE,ORANGE CITY COUNCIL,GUYONG,2798.0
ORANGE,ORANGE CITY COUNCIL,HUNTLEY,2800.0
ORANGE,ORANGE CITY COUNCIL,LUCKNOW,2800.0
ORANGE,ORANGE CITY COUNCIL,MILLTHORPE,2798.0
ORANGE,ORANGE CITY COUNCIL,ORANGE,2800.0
ORANGE,ORANGE CITY COUNCIL,SHADFORTH,2800.0
ORANGE,ORANGE CITY COUNCIL,SPRING CREEK,2800.0
ORANGE,ORANGE CITY COUNCIL,SPRING HILL,2800.0
ORANGE,ORANGE CITY COUNCIL,SPRING TERRACE,2798.0
ORANGE,ORANGE CITY COUNCIL,SPRINGSIDE,2800.0
PARKES,PARKES SHIRE COUNCIL,ALECTOWN,2870.0
PARKES,PARKES SHIRE COUNCIL,BOGAN GATE,2876.0
PARKES,PARKES SHIRE COUNCIL,BRUIE PLAINS,2875.0
PARKES,PARKES SHIRE COUNCIL,COOKAMIDGERA,2870.0
PARKES,PARKES SHIRE COUNCIL,COOKS MYALLS,2870.0
PARKES,PARKES SHIRE COUNCIL,DAROOBALGIE,2870.0
PARKES,PARKES SHIRE COUNCIL,FIFIELD,2875.0
PARKES,PARKES SHIRE COUNCIL,GOONUMBLA,2870.0
PARKES,PARKES SHIRE COUNCIL,GUNNINGBLAND,2876.0
PARKES,PARKES SHIRE COUNCIL,MANDAGERY,2870.0
PARKES,PARKES SHIRE COUNCIL,NELUNGALOO,2876.0
PARKES,PARKES SHIRE COUNCIL,PARKES,2870.0
PARKES,PARKES SHIRE COUNCIL,PEAK HILL,2869.0
PARKES,PARKES SHIRE COUNCIL,TICHBORNE,2870.0
PARKES,PARKES SHIRE COUNCIL,TREWILGA,2869.0
PARKES,PARKES SHIRE COUNCIL,TRUNDLE,2875.0
PARKES,PARKES SHIRE COUNCIL,TULLAMORE,2874.0
PARKES,PARKES SHIRE COUNCIL,YARRABANDAI,2875.0
PENRITH,PENRITH CITY COUNCIL,AGNES BANKS,2753.0
PENRITH,PENRITH CITY COUNCIL,BADGERYS CREEK,2555.0
PENRITH,PENRITH CITY COUNCIL,BERKSHIRE PARK,2765.0
PENRITH,PENRITH CITY COUNCIL,CADDENS,2747.0
PENRITH,PENRITH CITY COUNCIL,CAMBRIDGE GARDENS,2747.0
PENRITH,PENRITH CITY COUNCIL,CAMBRIDGE PARK,2747.0
PENRITH,PENRITH CITY COUNCIL,CASTLEREAGH,2749.0
PENRITH,PENRITH CITY COUNCIL,CLAREMONT MEADOWS,2747.0
PENRITH,PENRITH CITY COUNCIL,COLYTON,2760.0
PENRITH,PENRITH CITY COUNCIL,CRANEBROOK,2749.0
PENRITH,PENRITH CITY COUNCIL,EASTERN CREEK,2766.0
PENRITH,PENRITH CITY COUNCIL,EMU HEIGHTS,2750.0
PENRITH,PENRITH CITY COUNCIL,EMU PLAINS,2750.0
PENRITH,PENRITH CITY COUNCIL,ERSKINE PARK,2759.0
PENRITH,PENRITH CITY COUNCIL,GLENMORE PARK,2745.0
PENRITH,PENRITH CITY COUNCIL,JAMISONTOWN,2750.0
PENRITH,PENRITH CITY COUNCIL,JORDAN SPRINGS,2747.0
PENRITH,PENRITH CITY COUNCIL,KEMPS CREEK,2178.0
PENRITH,PENRITH CITY COUNCIL,KINGSWOOD,2747.0
PENRITH,PENRITH CITY COUNCIL,LEONAY,2750.0
PENRITH,PENRITH CITY COUNCIL,LLANDILO,2747.0
PENRITH,PENRITH CITY COUNCIL,LONDONDERRY,2753.0
PENRITH,PENRITH CITY COUNCIL,LUDDENHAM,2745.0
PENRITH,PENRITH CITY COUNCIL,MARSDEN PARK,2765.0
PENRITH,PENRITH CITY COUNCIL,MELONBA,2765.0
PENRITH,PENRITH CITY COUNCIL,MINCHINBURY,2770.0
PENRITH,PENRITH CITY COUNCIL,MOUNT VERNON,2178.0
PENRITH,PENRITH CITY COUNCIL,MULGOA,2745.0
PENRITH,PENRITH CITY COUNCIL,NORTH ST MARYS,2760.0
PENRITH,PENRITH CITY COUNCIL,ORCHARD HILLS,2748.0
PENRITH,PENRITH CITY COUNCIL,OXLEY PARK,2760.0
PENRITH,PENRITH CITY COUNCIL,PENRITH,2750.0
PENRITH,PENRITH CITY COUNCIL,REGENTVILLE,2745.0
PENRITH,PENRITH CITY COUNCIL,SOUTH PENRITH,2750.0
PENRITH,PENRITH CITY COUNCIL,ST CLAIR,2759.0
PENRITH,PENRITH CITY COUNCIL,ST MARYS,2760.0
PENRITH,PENRITH CITY COUNCIL,WALLACIA,2745.0
PENRITH,PENRITH CITY COUNCIL,WERRINGTON,2747.0
PENRITH,PENRITH CITY COUNCIL,WERRINGTON COUNTY,2747.0
PENRITH,PENRITH CITY COUNCIL,WERRINGTON DOWNS,2747.0
PENRITH,PENRITH CITY COUNCIL,WINDSOR DOWNS,2756.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BAGNOO,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BAGO,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BALLENGARRA,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BANDA BANDA,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BATAR CREEK,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BEECHWOOD,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BELLANGRY,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BIRDWOOD,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BLACK CREEK,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BLACKMANS POINT,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BOBS CREEK,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BONNY HILLS,2445.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BOORGANNA,2429.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BRIL BRIL,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BROMBIN,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,BYABARRA,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,CAIRNCROSS,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,CAMDEN HEAD,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,COMBOYNE,2429.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,COOPERABUNG,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,CROSSLANDS,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,DEAUVILLE,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,DEBENHAM,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,DIAMOND HEAD,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,DONDINGALONG,2440.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,DOYLES RIVER,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,DUNBOGAN,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,ELANDS,2429.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,ELLENBOROUGH,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,FERNBANK CREEK,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,FORBES RIVER,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,FRAZERS CREEK,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,GEARYS FLAT,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,GRANTS BEACH,2445.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,GUM SCRUB,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,HACKS FERRY,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,HARTYS PLAINS,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,HERONS CREEK,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,HOLLISDALE,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,HUNTINGDON,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,HYNDMANS CREEK,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,INNES VIEW,2429.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,JOLLY NOSE,2445.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KENDALL,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KEREWONG,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KEW,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KINDEE,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KING CREEK,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KIPPARA,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,KUNDABUNG,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LAKE CATHIE,2445.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LAKE INNES,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LAKEWOOD,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LAURIETON,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LIMEBURNERS CREEK,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LOGANS CROSSING,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LONG FLAT,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LORNE,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,LOWER PAPPINBARRA,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,MARLO MERRICAN,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,MIDDLE BROTHER,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,MORTONS CREEK,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,MOUNT SEAVIEW,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,NORTH BROTHER,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,NORTH HAVEN,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,NORTH SHORE,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,PAPPINBARRA,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,PEMBROOKE,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,PIPECLAY,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,PORT MACQUARIE,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,RAWDON ISLAND,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,REDBANK,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,RIVERSIDE,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,ROLLANDS PLAINS,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,ROSEWOOD,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,ROSSGLEN,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,SANCROX,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,SWANS CROSSING,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,TELEGRAPH POINT,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,THE HATCH,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,THRUMSTER,2444.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,TOMS CREEK,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,UPPER PAPPINBARRA,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,UPPER ROLLANDS PLAINS,2441.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,UPSALLS CREEK,2439.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,WAUCHOPE,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,WERRIKIMBE,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,WEST HAVEN,2443.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,YARRAS,2446.0
PORT MACQUARIE-HASTINGS,PORT MACQUARIE-HASTINGS COUNCIL,YIPPIN CREEK,2446.0
PORT STEPHENS,PORT STEPHENS COUNCIL,ANNA BAY,2316.0
PORT STEPHENS,PORT STEPHENS COUNCIL,BALICKERA,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,BOAT HARBOUR,2316.0
PORT STEPHENS,PORT STEPHENS COUNCIL,BOBS FARM,2316.0
PORT STEPHENS,PORT STEPHENS COUNCIL,BRANDY HILL,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,BUTTERWICK,2321.0
PORT STEPHENS,PORT STEPHENS COUNCIL,CAMPVALE,2318.0
PORT STEPHENS,PORT STEPHENS COUNCIL,CORLETTE,2315.0
PORT STEPHENS,PORT STEPHENS COUNCIL,DUNS CREEK,2321.0
PORT STEPHENS,PORT STEPHENS COUNCIL,EAGLETON,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,EAST SEAHAM,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,FERN BAY,2295.0
PORT STEPHENS,PORT STEPHENS COUNCIL,FERODALE,2318.0
PORT STEPHENS,PORT STEPHENS COUNCIL,FINGAL BAY,2315.0
PORT STEPHENS,PORT STEPHENS COUNCIL,FISHERMANS BAY,2316.0
PORT STEPHENS,PORT STEPHENS COUNCIL,FULLERTON COVE,2318.0
PORT STEPHENS,PORT STEPHENS COUNCIL,GLEN OAK,2320.0
PORT STEPHENS,PORT STEPHENS COUNCIL,HEATHERBRAE,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,HINTON,2321.0
PORT STEPHENS,PORT STEPHENS COUNCIL,KARUAH,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,KINGS HILL,2324.0
PORT STEPHENS,PORT STEPHENS COUNCIL,LEMON TREE PASSAGE,2319.0
