Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by DTWP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","DTWP - 1 Digit Level","Count",
"Persons Place of Usual Residence","2061, NSW","10 km to less than 30 km",547
"Persons Place of Usual Residence","2061, NSW","30 km to less than 50 km",90
"Persons Place of Usual Residence","2061, NSW","50 km to less than 250 km",40
"Persons Place of Usual Residence","2061, NSW","250 km and over",30
"Persons Place of Usual Residence","2061, NSW","Not applicable",2560
"Persons Place of Usual Residence","2061, NSW","Total",5943
"Persons Place of Usual Residence","2062, NSW","Over 0 km to less than 2.5 km",696
"Persons Place of Usual Residence","2062, NSW","Nil distance",292
"Persons Place of Usual Residence","2062, NSW","2.5 km to less than 10 km",2076
"Persons Place of Usual Residence","2062, NSW","10 km to less than 30 km",737
"Persons Place of Usual Residence","2062, NSW","30 km to less than 50 km",79
"Persons Place of Usual Residence","2062, NSW","50 km to less than 250 km",20
"Persons Place of Usual Residence","2062, NSW","250 km and over",30
"Persons Place of Usual Residence","2062, NSW","Not applicable",3077
"Persons Place of Usual Residence","2062, NSW","Total",7004
"Persons Place of Usual Residence","2063, NSW","Over 0 km to less than 2.5 km",211
"Persons Place of Usual Residence","2063, NSW","Nil distance",323
"Persons Place of Usual Residence","2063, NSW","2.5 km to less than 10 km",1640
"Persons Place of Usual Residence","2063, NSW","10 km to less than 30 km",562
"Persons Place of Usual Residence","2063, NSW","30 km to less than 50 km",56
"Persons Place of Usual Residence","2063, NSW","50 km to less than 250 km",24
"Persons Place of Usual Residence","2063, NSW","250 km and over",20
"Persons Place of Usual Residence","2063, NSW","Not applicable",3518
"Persons Place of Usual Residence","2063, NSW","Total",6348
"Persons Place of Usual Residence","2064, NSW","Over 0 km to less than 2.5 km",746
"Persons Place of Usual Residence","2064, NSW","Nil distance",231
"Persons Place of Usual Residence","2064, NSW","2.5 km to less than 10 km",2683
"Persons Place of Usual Residence","2064, NSW","10 km to less than 30 km",1193
"Persons Place of Usual Residence","2064, NSW","30 km to less than 50 km",50
"Persons Place of Usual Residence","2064, NSW","50 km to less than 250 km",28
"Persons Place of Usual Residence","2064, NSW","250 km and over",21
"Persons Place of Usual Residence","2064, NSW","Not applicable",4570
"Persons Place of Usual Residence","2064, NSW","Total",9525
"Persons Place of Usual Residence","2065, NSW","Over 0 km to less than 2.5 km",3660
"Persons Place of Usual Residence","2065, NSW","Nil distance",982
"Persons Place of Usual Residence","2065, NSW","2.5 km to less than 10 km",9404
"Persons Place of Usual Residence","2065, NSW","10 km to less than 30 km",3074
"Persons Place of Usual Residence","2065, NSW","30 km to less than 50 km",303
"Persons Place of Usual Residence","2065, NSW","50 km to less than 250 km",117
"Persons Place of Usual Residence","2065, NSW","250 km and over",101
"Persons Place of Usual Residence","2065, NSW","Not applicable",12476
"Persons Place of Usual Residence","2065, NSW","Total",30116
"Persons Place of Usual Residence","2066, NSW","Over 0 km to less than 2.5 km",1557
"Persons Place of Usual Residence","2066, NSW","Nil distance",950
"Persons Place of Usual Residence","2066, NSW","2.5 km to less than 10 km",7428
"Persons Place of Usual Residence","2066, NSW","10 km to less than 30 km",6018
"Persons Place of Usual Residence","2066, NSW","30 km to less than 50 km",224
"Persons Place of Usual Residence","2066, NSW","50 km to less than 250 km",94
"Persons Place of Usual Residence","2066, NSW","250 km and over",104
"Persons Place of Usual Residence","2066, NSW","Not applicable",15245
"Persons Place of Usual Residence","2066, NSW","Total",31625
"Persons Place of Usual Residence","2067, NSW","Over 0 km to less than 2.5 km",2396
"Persons Place of Usual Residence","2067, NSW","Nil distance",671
"Persons Place of Usual Residence","2067, NSW","2.5 km to less than 10 km",4279
"Persons Place of Usual Residence","2067, NSW","10 km to less than 30 km",4441
"Persons Place of Usual Residence","2067, NSW","30 km to less than 50 km",147
"Persons Place of Usual Residence","2067, NSW","50 km to less than 250 km",81
"Persons Place of Usual Residence","2067, NSW","250 km and over",70
"Persons Place of Usual Residence","2067, NSW","Not applicable",14314
"Persons Place of Usual Residence","2067, NSW","Total",26404
"Persons Place of Usual Residence","2068, NSW","Over 0 km to less than 2.5 km",1013
"Persons Place of Usual Residence","2068, NSW","Nil distance",686
"Persons Place of Usual Residence","2068, NSW","2.5 km to less than 10 km",4009
"Persons Place of Usual Residence","2068, NSW","10 km to less than 30 km",1924
"Persons Place of Usual Residence","2068, NSW","30 km to less than 50 km",95
"Persons Place of Usual Residence","2068, NSW","50 km to less than 250 km",34
"Persons Place of Usual Residence","2068, NSW","250 km and over",36
"Persons Place of Usual Residence","2068, NSW","Not applicable",9017
"Persons Place of Usual Residence","2068, NSW","Total",16811
"Persons Place of Usual Residence","2069, NSW","Over 0 km to less than 2.5 km",664
"Persons Place of Usual Residence","2069, NSW","Nil distance",633
"Persons Place of Usual Residence","2069, NSW","2.5 km to less than 10 km",1935
"Persons Place of Usual Residence","2069, NSW","10 km to less than 30 km",3137
"Persons Place of Usual Residence","2069, NSW","30 km to less than 50 km",102
"Persons Place of Usual Residence","2069, NSW","50 km to less than 250 km",49
"Persons Place of Usual Residence","2069, NSW","250 km and over",46
"Persons Place of Usual Residence","2069, NSW","Not applicable",7694
"Persons Place of Usual Residence","2069, NSW","Total",14251
"Persons Place of Usual Residence","2070, NSW","Over 0 km to less than 2.5 km",378
"Persons Place of Usual Residence","2070, NSW","Nil distance",605
"Persons Place of Usual Residence","2070, NSW","2.5 km to less than 10 km",1922
"Persons Place of Usual Residence","2070, NSW","10 km to less than 30 km",3009
"Persons Place of Usual Residence","2070, NSW","30 km to less than 50 km",83
"Persons Place of Usual Residence","2070, NSW","50 km to less than 250 km",46
"Persons Place of Usual Residence","2070, NSW","250 km and over",40
"Persons Place of Usual Residence","2070, NSW","Not applicable",7421
"Persons Place of Usual Residence","2070, NSW","Total",13504
"Persons Place of Usual Residence","2071, NSW","Over 0 km to less than 2.5 km",337
"Persons Place of Usual Residence","2071, NSW","Nil distance",565
"Persons Place of Usual Residence","2071, NSW","2.5 km to less than 10 km",1713
"Persons Place of Usual Residence","2071, NSW","10 km to less than 30 km",3190
"Persons Place of Usual Residence","2071, NSW","30 km to less than 50 km",92
"Persons Place of Usual Residence","2071, NSW","50 km to less than 250 km",62
"Persons Place of Usual Residence","2071, NSW","250 km and over",40
"Persons Place of Usual Residence","2071, NSW","Not applicable",7543
"Persons Place of Usual Residence","2071, NSW","Total",13550
"Persons Place of Usual Residence","2072, NSW","Over 0 km to less than 2.5 km",259
"Persons Place of Usual Residence","2072, NSW","Nil distance",293
"Persons Place of Usual Residence","2072, NSW","2.5 km to less than 10 km",898
"Persons Place of Usual Residence","2072, NSW","10 km to less than 30 km",1919
"Persons Place of Usual Residence","2072, NSW","30 km to less than 50 km",57
"Persons Place of Usual Residence","2072, NSW","50 km to less than 250 km",30
"Persons Place of Usual Residence","2072, NSW","250 km and over",36
"Persons Place of Usual Residence","2072, NSW","Not applicable",4180
"Persons Place of Usual Residence","2072, NSW","Total",7666
"Persons Place of Usual Residence","2073, NSW","Over 0 km to less than 2.5 km",482
"Persons Place of Usual Residence","2073, NSW","Nil distance",752
"Persons Place of Usual Residence","2073, NSW","2.5 km to less than 10 km",1996
"Persons Place of Usual Residence","2073, NSW","10 km to less than 30 km",4139
"Persons Place of Usual Residence","2073, NSW","30 km to less than 50 km",152
"Persons Place of Usual Residence","2073, NSW","50 km to less than 250 km",87
"Persons Place of Usual Residence","2073, NSW","250 km and over",78
"Persons Place of Usual Residence","2073, NSW","Not applicable",8676
"Persons Place of Usual Residence","2073, NSW","Total",16354
"Persons Place of Usual Residence","2074, NSW","Over 0 km to less than 2.5 km",550
"Persons Place of Usual Residence","2074, NSW","Nil distance",981
"Persons Place of Usual Residence","2074, NSW","2.5 km to less than 10 km",2380
"Persons Place of Usual Residence","2074, NSW","10 km to less than 30 km",5469
"Persons Place of Usual Residence","2074, NSW","30 km to less than 50 km",185
"Persons Place of Usual Residence","2074, NSW","50 km to less than 250 km",116
"Persons Place of Usual Residence","2074, NSW","250 km and over",60
"Persons Place of Usual Residence","2074, NSW","Not applicable",12512
"Persons Place of Usual Residence","2074, NSW","Total",22261
"Persons Place of Usual Residence","2075, NSW","Over 0 km to less than 2.5 km",581
"Persons Place of Usual Residence","2075, NSW","Nil distance",1001
"Persons Place of Usual Residence","2075, NSW","2.5 km to less than 10 km",2042
"Persons Place of Usual Residence","2075, NSW","10 km to less than 30 km",5299
"Persons Place of Usual Residence","2075, NSW","30 km to less than 50 km",246
"Persons Place of Usual Residence","2075, NSW","50 km to less than 250 km",80
"Persons Place of Usual Residence","2075, NSW","250 km and over",63
"Persons Place of Usual Residence","2075, NSW","Not applicable",11141
"Persons Place of Usual Residence","2075, NSW","Total",20456
"Persons Place of Usual Residence","2076, NSW","Over 0 km to less than 2.5 km",1004
"Persons Place of Usual Residence","2076, NSW","Nil distance",1024
"Persons Place of Usual Residence","2076, NSW","2.5 km to less than 10 km",2142
"Persons Place of Usual Residence","2076, NSW","10 km to less than 30 km",6315
"Persons Place of Usual Residence","2076, NSW","30 km to less than 50 km",362
"Persons Place of Usual Residence","2076, NSW","50 km to less than 250 km",156
"Persons Place of Usual Residence","2076, NSW","250 km and over",74
"Persons Place of Usual Residence","2076, NSW","Not applicable",13570
"Persons Place of Usual Residence","2076, NSW","Total",24653
"Persons Place of Usual Residence","2077, NSW","Over 0 km to less than 2.5 km",2461
"Persons Place of Usual Residence","2077, NSW","Nil distance",960
"Persons Place of Usual Residence","2077, NSW","2.5 km to less than 10 km",3016
"Persons Place of Usual Residence","2077, NSW","10 km to less than 30 km",10442
"Persons Place of Usual Residence","2077, NSW","30 km to less than 50 km",1185
"Persons Place of Usual Residence","2077, NSW","50 km to less than 250 km",203
"Persons Place of Usual Residence","2077, NSW","250 km and over",92
"Persons Place of Usual Residence","2077, NSW","Not applicable",19427
"Persons Place of Usual Residence","2077, NSW","Total",37792
"Persons Place of Usual Residence","2079, NSW","Over 0 km to less than 2.5 km",114
"Persons Place of Usual Residence","2079, NSW","Nil distance",301
"Persons Place of Usual Residence","2079, NSW","2.5 km to less than 10 km",994
"Persons Place of Usual Residence","2079, NSW","10 km to less than 30 km",1706
"Persons Place of Usual Residence","2079, NSW","30 km to less than 50 km",522
"Persons Place of Usual Residence","2079, NSW","50 km to less than 250 km",27
"Persons Place of Usual Residence","2079, NSW","250 km and over",13
"Persons Place of Usual Residence","2079, NSW","Not applicable",3423
"Persons Place of Usual Residence","2079, NSW","Total",7096
"Persons Place of Usual Residence","2080, NSW","Over 0 km to less than 2.5 km",26
"Persons Place of Usual Residence","2080, NSW","Nil distance",51
"Persons Place of Usual Residence","2080, NSW","2.5 km to less than 10 km",214
"Persons Place of Usual Residence","2080, NSW","10 km to less than 30 km",347
"Persons Place of Usual Residence","2080, NSW","30 km to less than 50 km",172
"Persons Place of Usual Residence","2080, NSW","50 km to less than 250 km",11
"Persons Place of Usual Residence","2080, NSW","250 km and over",8
"Persons Place of Usual Residence","2080, NSW","Not applicable",881
"Persons Place of Usual Residence","2080, NSW","Total",1704
"Persons Place of Usual Residence","2081, NSW","Over 0 km to less than 2.5 km",145
"Persons Place of Usual Residence","2081, NSW","Nil distance",191
"Persons Place of Usual Residence","2081, NSW","2.5 km to less than 10 km",221
"Persons Place of Usual Residence","2081, NSW","10 km to less than 30 km",1216
"Persons Place of Usual Residence","2081, NSW","30 km to less than 50 km",887
"Persons Place of Usual Residence","2081, NSW","50 km to less than 250 km",51
"Persons Place of Usual Residence","2081, NSW","250 km and over",18
"Persons Place of Usual Residence","2081, NSW","Not applicable",2644
"Persons Place of Usual Residence","2081, NSW","Total",5365
"Persons Place of Usual Residence","2082, NSW","Over 0 km to less than 2.5 km",176
"Persons Place of Usual Residence","2082, NSW","Nil distance",210
"Persons Place of Usual Residence","2082, NSW","2.5 km to less than 10 km",152
"Persons Place of Usual Residence","2082, NSW","10 km to less than 30 km",1110
"Persons Place of Usual Residence","2082, NSW","30 km to less than 50 km",903
"Persons Place of Usual Residence","2082, NSW","50 km to less than 250 km",62
"Persons Place of Usual Residence","2082, NSW","250 km and over",10
"Persons Place of Usual Residence","2082, NSW","Not applicable",2770
"Persons Place of Usual Residence","2082, NSW","Total",5399
"Persons Place of Usual Residence","2083, NSW","Over 0 km to less than 2.5 km",64
"Persons Place of Usual Residence","2083, NSW","Nil distance",65
"Persons Place of Usual Residence","2083, NSW","2.5 km to less than 10 km",34
"Persons Place of Usual Residence","2083, NSW","10 km to less than 30 km",163
"Persons Place of Usual Residence","2083, NSW","30 km to less than 50 km",259
"Persons Place of Usual Residence","2083, NSW","50 km to less than 250 km",113
"Persons Place of Usual Residence","2083, NSW","250 km and over",12
"Persons Place of Usual Residence","2083, NSW","Not applicable",795
"Persons Place of Usual Residence","2083, NSW","Total",1514
"Persons Place of Usual Residence","2084, NSW","Over 0 km to less than 2.5 km",182
"Persons Place of Usual Residence","2084, NSW","Nil distance",186
"Persons Place of Usual Residence","2084, NSW","2.5 km to less than 10 km",255
"Persons Place of Usual Residence","2084, NSW","10 km to less than 30 km",868
"Persons Place of Usual Residence","2084, NSW","30 km to less than 50 km",166
"Persons Place of Usual Residence","2084, NSW","50 km to less than 250 km",20
"Persons Place of Usual Residence","2084, NSW","250 km and over",11
"Persons Place of Usual Residence","2084, NSW","Not applicable",1928
"Persons Place of Usual Residence","2084, NSW","Total",3625
