Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by MTW06P Method of Travel to Work (6 travel modes)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","MTW06P Method of Travel to Work (6 travel modes)","Count",
"Persons Place of Usual Residence","2526, NSW","Mode not stated",55
"Persons Place of Usual Residence","2526, NSW","Not applicable",8478
"Persons Place of Usual Residence","2526, NSW","Total",15629
"Persons Place of Usual Residence","2527, NSW","Public Transport",288
"Persons Place of Usual Residence","2527, NSW","Vehicle",8010
"Persons Place of Usual Residence","2527, NSW","Active Transport",120
"Persons Place of Usual Residence","2527, NSW","Other Mode",45
"Persons Place of Usual Residence","2527, NSW","Worked at home or Did not go to work",1332
"Persons Place of Usual Residence","2527, NSW","Mode not stated",68
"Persons Place of Usual Residence","2527, NSW","Not applicable",11525
"Persons Place of Usual Residence","2527, NSW","Total",21381
"Persons Place of Usual Residence","2528, NSW","Public Transport",306
"Persons Place of Usual Residence","2528, NSW","Vehicle",6827
"Persons Place of Usual Residence","2528, NSW","Active Transport",182
"Persons Place of Usual Residence","2528, NSW","Other Mode",49
"Persons Place of Usual Residence","2528, NSW","Worked at home or Did not go to work",1117
"Persons Place of Usual Residence","2528, NSW","Mode not stated",103
"Persons Place of Usual Residence","2528, NSW","Not applicable",15182
"Persons Place of Usual Residence","2528, NSW","Total",23773
"Persons Place of Usual Residence","2529, NSW","Public Transport",404
"Persons Place of Usual Residence","2529, NSW","Vehicle",9674
"Persons Place of Usual Residence","2529, NSW","Active Transport",188
"Persons Place of Usual Residence","2529, NSW","Other Mode",58
"Persons Place of Usual Residence","2529, NSW","Worked at home or Did not go to work",1717
"Persons Place of Usual Residence","2529, NSW","Mode not stated",97
"Persons Place of Usual Residence","2529, NSW","Not applicable",13893
"Persons Place of Usual Residence","2529, NSW","Total",26021
"Persons Place of Usual Residence","2530, NSW","Public Transport",610
"Persons Place of Usual Residence","2530, NSW","Vehicle",11006
"Persons Place of Usual Residence","2530, NSW","Active Transport",149
"Persons Place of Usual Residence","2530, NSW","Other Mode",55
"Persons Place of Usual Residence","2530, NSW","Worked at home or Did not go to work",1969
"Persons Place of Usual Residence","2530, NSW","Mode not stated",103
"Persons Place of Usual Residence","2530, NSW","Not applicable",18127
"Persons Place of Usual Residence","2530, NSW","Total",32017
"Persons Place of Usual Residence","2533, NSW","Public Transport",195
"Persons Place of Usual Residence","2533, NSW","Vehicle",5146
"Persons Place of Usual Residence","2533, NSW","Active Transport",223
"Persons Place of Usual Residence","2533, NSW","Other Mode",31
"Persons Place of Usual Residence","2533, NSW","Worked at home or Did not go to work",1260
"Persons Place of Usual Residence","2533, NSW","Mode not stated",52
"Persons Place of Usual Residence","2533, NSW","Not applicable",8715
"Persons Place of Usual Residence","2533, NSW","Total",15623
"Persons Place of Usual Residence","2534, NSW","Public Transport",58
"Persons Place of Usual Residence","2534, NSW","Vehicle",1779
"Persons Place of Usual Residence","2534, NSW","Active Transport",84
"Persons Place of Usual Residence","2534, NSW","Other Mode",8
"Persons Place of Usual Residence","2534, NSW","Worked at home or Did not go to work",550
"Persons Place of Usual Residence","2534, NSW","Mode not stated",37
"Persons Place of Usual Residence","2534, NSW","Not applicable",3187
"Persons Place of Usual Residence","2534, NSW","Total",5711
"Persons Place of Usual Residence","2535, NSW","Public Transport",50
"Persons Place of Usual Residence","2535, NSW","Vehicle",1978
"Persons Place of Usual Residence","2535, NSW","Active Transport",118
"Persons Place of Usual Residence","2535, NSW","Other Mode",15
"Persons Place of Usual Residence","2535, NSW","Worked at home or Did not go to work",617
"Persons Place of Usual Residence","2535, NSW","Mode not stated",30
"Persons Place of Usual Residence","2535, NSW","Not applicable",4528
"Persons Place of Usual Residence","2535, NSW","Total",7332
"Persons Place of Usual Residence","2536, NSW","Public Transport",69
"Persons Place of Usual Residence","2536, NSW","Vehicle",4630
"Persons Place of Usual Residence","2536, NSW","Active Transport",238
"Persons Place of Usual Residence","2536, NSW","Other Mode",43
"Persons Place of Usual Residence","2536, NSW","Worked at home or Did not go to work",1037
"Persons Place of Usual Residence","2536, NSW","Mode not stated",78
"Persons Place of Usual Residence","2536, NSW","Not applicable",11620
"Persons Place of Usual Residence","2536, NSW","Total",17720
"Persons Place of Usual Residence","2537, NSW","Public Transport",39
"Persons Place of Usual Residence","2537, NSW","Vehicle",3288
"Persons Place of Usual Residence","2537, NSW","Active Transport",192
"Persons Place of Usual Residence","2537, NSW","Other Mode",36
"Persons Place of Usual Residence","2537, NSW","Worked at home or Did not go to work",754
"Persons Place of Usual Residence","2537, NSW","Mode not stated",61
"Persons Place of Usual Residence","2537, NSW","Not applicable",7451
"Persons Place of Usual Residence","2537, NSW","Total",11811
"Persons Place of Usual Residence","2538, NSW","Public Transport",13
"Persons Place of Usual Residence","2538, NSW","Vehicle",585
"Persons Place of Usual Residence","2538, NSW","Active Transport",60
"Persons Place of Usual Residence","2538, NSW","Other Mode",5
"Persons Place of Usual Residence","2538, NSW","Worked at home or Did not go to work",206
"Persons Place of Usual Residence","2538, NSW","Mode not stated",8
"Persons Place of Usual Residence","2538, NSW","Not applicable",1520
"Persons Place of Usual Residence","2538, NSW","Total",2397
"Persons Place of Usual Residence","2539, NSW","Public Transport",53
"Persons Place of Usual Residence","2539, NSW","Vehicle",4706
"Persons Place of Usual Residence","2539, NSW","Active Transport",231
"Persons Place of Usual Residence","2539, NSW","Other Mode",35
"Persons Place of Usual Residence","2539, NSW","Worked at home or Did not go to work",1219
"Persons Place of Usual Residence","2539, NSW","Mode not stated",104
"Persons Place of Usual Residence","2539, NSW","Not applicable",11626
"Persons Place of Usual Residence","2539, NSW","Total",17978
"Persons Place of Usual Residence","2541, NSW","Public Transport",118
"Persons Place of Usual Residence","2541, NSW","Vehicle",7212
"Persons Place of Usual Residence","2541, NSW","Active Transport",414
"Persons Place of Usual Residence","2541, NSW","Other Mode",53
"Persons Place of Usual Residence","2541, NSW","Worked at home or Did not go to work",1329
"Persons Place of Usual Residence","2541, NSW","Mode not stated",114
"Persons Place of Usual Residence","2541, NSW","Not applicable",16401
"Persons Place of Usual Residence","2541, NSW","Total",25642
"Persons Place of Usual Residence","2545, NSW","Public Transport",0
"Persons Place of Usual Residence","2545, NSW","Vehicle",307
"Persons Place of Usual Residence","2545, NSW","Active Transport",22
"Persons Place of Usual Residence","2545, NSW","Other Mode",0
"Persons Place of Usual Residence","2545, NSW","Worked at home or Did not go to work",90
"Persons Place of Usual Residence","2545, NSW","Mode not stated",7
"Persons Place of Usual Residence","2545, NSW","Not applicable",613
"Persons Place of Usual Residence","2545, NSW","Total",1042
"Persons Place of Usual Residence","2546, NSW","Public Transport",17
"Persons Place of Usual Residence","2546, NSW","Vehicle",2000
"Persons Place of Usual Residence","2546, NSW","Active Transport",152
"Persons Place of Usual Residence","2546, NSW","Other Mode",27
"Persons Place of Usual Residence","2546, NSW","Worked at home or Did not go to work",658
"Persons Place of Usual Residence","2546, NSW","Mode not stated",51
"Persons Place of Usual Residence","2546, NSW","Not applicable",6228
"Persons Place of Usual Residence","2546, NSW","Total",9118
"Persons Place of Usual Residence","2548, NSW","Public Transport",23
"Persons Place of Usual Residence","2548, NSW","Vehicle",2133
"Persons Place of Usual Residence","2548, NSW","Active Transport",155
"Persons Place of Usual Residence","2548, NSW","Other Mode",26
"Persons Place of Usual Residence","2548, NSW","Worked at home or Did not go to work",575
"Persons Place of Usual Residence","2548, NSW","Mode not stated",31
"Persons Place of Usual Residence","2548, NSW","Not applicable",4788
"Persons Place of Usual Residence","2548, NSW","Total",7736
"Persons Place of Usual Residence","2549, NSW","Public Transport",9
"Persons Place of Usual Residence","2549, NSW","Vehicle",1156
"Persons Place of Usual Residence","2549, NSW","Active Transport",66
"Persons Place of Usual Residence","2549, NSW","Other Mode",14
"Persons Place of Usual Residence","2549, NSW","Worked at home or Did not go to work",292
"Persons Place of Usual Residence","2549, NSW","Mode not stated",20
"Persons Place of Usual Residence","2549, NSW","Not applicable",2227
"Persons Place of Usual Residence","2549, NSW","Total",3788
"Persons Place of Usual Residence","2550, NSW","Public Transport",51
"Persons Place of Usual Residence","2550, NSW","Vehicle",4680
"Persons Place of Usual Residence","2550, NSW","Active Transport",362
"Persons Place of Usual Residence","2550, NSW","Other Mode",56
"Persons Place of Usual Residence","2550, NSW","Worked at home or Did not go to work",1381
"Persons Place of Usual Residence","2550, NSW","Mode not stated",86
"Persons Place of Usual Residence","2550, NSW","Not applicable",9250
"Persons Place of Usual Residence","2550, NSW","Total",15857
"Persons Place of Usual Residence","2551, NSW","Public Transport",6
"Persons Place of Usual Residence","2551, NSW","Vehicle",925
"Persons Place of Usual Residence","2551, NSW","Active Transport",83
"Persons Place of Usual Residence","2551, NSW","Other Mode",9
"Persons Place of Usual Residence","2551, NSW","Worked at home or Did not go to work",207
"Persons Place of Usual Residence","2551, NSW","Mode not stated",27
"Persons Place of Usual Residence","2551, NSW","Not applicable",2241
"Persons Place of Usual Residence","2551, NSW","Total",3502
"Persons Place of Usual Residence","2555, NSW","Public Transport",11
"Persons Place of Usual Residence","2555, NSW","Vehicle",52
"Persons Place of Usual Residence","2555, NSW","Active Transport",3
"Persons Place of Usual Residence","2555, NSW","Other Mode",0
"Persons Place of Usual Residence","2555, NSW","Worked at home or Did not go to work",19
"Persons Place of Usual Residence","2555, NSW","Mode not stated",0
"Persons Place of Usual Residence","2555, NSW","Not applicable",140
"Persons Place of Usual Residence","2555, NSW","Total",229
"Persons Place of Usual Residence","2556, NSW","Public Transport",65
"Persons Place of Usual Residence","2556, NSW","Vehicle",890
"Persons Place of Usual Residence","2556, NSW","Active Transport",37
"Persons Place of Usual Residence","2556, NSW","Other Mode",14
"Persons Place of Usual Residence","2556, NSW","Worked at home or Did not go to work",171
"Persons Place of Usual Residence","2556, NSW","Mode not stated",18
"Persons Place of Usual Residence","2556, NSW","Not applicable",1315
"Persons Place of Usual Residence","2556, NSW","Total",2509
"Persons Place of Usual Residence","2557, NSW","Public Transport",402
"Persons Place of Usual Residence","2557, NSW","Vehicle",3164
"Persons Place of Usual Residence","2557, NSW","Active Transport",73
"Persons Place of Usual Residence","2557, NSW","Other Mode",27
"Persons Place of Usual Residence","2557, NSW","Worked at home or Did not go to work",666
"Persons Place of Usual Residence","2557, NSW","Mode not stated",79
"Persons Place of Usual Residence","2557, NSW","Not applicable",4540
"Persons Place of Usual Residence","2557, NSW","Total",8948
"Persons Place of Usual Residence","2558, NSW","Public Transport",704
"Persons Place of Usual Residence","2558, NSW","Vehicle",4320
"Persons Place of Usual Residence","2558, NSW","Active Transport",44
"Persons Place of Usual Residence","2558, NSW","Other Mode",18
"Persons Place of Usual Residence","2558, NSW","Worked at home or Did not go to work",595
"Persons Place of Usual Residence","2558, NSW","Mode not stated",54
"Persons Place of Usual Residence","2558, NSW","Not applicable",5386
"Persons Place of Usual Residence","2558, NSW","Total",11115
"Persons Place of Usual Residence","2559, NSW","Public Transport",107
"Persons Place of Usual Residence","2559, NSW","Vehicle",411
"Persons Place of Usual Residence","2559, NSW","Active Transport",14
"Persons Place of Usual Residence","2559, NSW","Other Mode",3
"Persons Place of Usual Residence","2559, NSW","Worked at home or Did not go to work",61
"Persons Place of Usual Residence","2559, NSW","Mode not stated",12
"Persons Place of Usual Residence","2559, NSW","Not applicable",2466
"Persons Place of Usual Residence","2559, NSW","Total",3070
"Persons Place of Usual Residence","2560, NSW","Public Transport",5114
"Persons Place of Usual Residence","2560, NSW","Vehicle",23726
"Persons Place of Usual Residence","2560, NSW","Active Transport",475
"Persons Place of Usual Residence","2560, NSW","Other Mode",126
"Persons Place of Usual Residence","2560, NSW","Worked at home or Did not go to work",3571
