Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by HRWRP Hours Worked (ranges)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","HRWRP Hours Worked (ranges)","Count",
"Persons Place of Usual Residence","2756, NSW","None",522
"Persons Place of Usual Residence","2756, NSW","1-15 hours",1676
"Persons Place of Usual Residence","2756, NSW","16-24 hours",1542
"Persons Place of Usual Residence","2756, NSW","25-34 hours",1773
"Persons Place of Usual Residence","2756, NSW","35-39 hours",3038
"Persons Place of Usual Residence","2756, NSW","40 hours",3548
"Persons Place of Usual Residence","2756, NSW","41-48 hours",1696
"Persons Place of Usual Residence","2756, NSW","49 hours and over",3228
"Persons Place of Usual Residence","2756, NSW","Not stated",366
"Persons Place of Usual Residence","2756, NSW","Not applicable",16551
"Persons Place of Usual Residence","2757, NSW","None",13
"Persons Place of Usual Residence","2757, NSW","1-15 hours",36
"Persons Place of Usual Residence","2757, NSW","16-24 hours",51
"Persons Place of Usual Residence","2757, NSW","25-34 hours",56
"Persons Place of Usual Residence","2757, NSW","35-39 hours",58
"Persons Place of Usual Residence","2757, NSW","40 hours",75
"Persons Place of Usual Residence","2757, NSW","41-48 hours",33
"Persons Place of Usual Residence","2757, NSW","49 hours and over",78
"Persons Place of Usual Residence","2757, NSW","Not stated",7
"Persons Place of Usual Residence","2757, NSW","Not applicable",433
"Persons Place of Usual Residence","2758, NSW","None",148
"Persons Place of Usual Residence","2758, NSW","1-15 hours",480
"Persons Place of Usual Residence","2758, NSW","16-24 hours",457
"Persons Place of Usual Residence","2758, NSW","25-34 hours",457
"Persons Place of Usual Residence","2758, NSW","35-39 hours",695
"Persons Place of Usual Residence","2758, NSW","40 hours",882
"Persons Place of Usual Residence","2758, NSW","41-48 hours",413
"Persons Place of Usual Residence","2758, NSW","49 hours and over",873
"Persons Place of Usual Residence","2758, NSW","Not stated",75
"Persons Place of Usual Residence","2758, NSW","Not applicable",4250
"Persons Place of Usual Residence","2759, NSW","None",365
"Persons Place of Usual Residence","2759, NSW","1-15 hours",1207
"Persons Place of Usual Residence","2759, NSW","16-24 hours",1145
"Persons Place of Usual Residence","2759, NSW","25-34 hours",1325
"Persons Place of Usual Residence","2759, NSW","35-39 hours",3239
"Persons Place of Usual Residence","2759, NSW","40 hours",3182
"Persons Place of Usual Residence","2759, NSW","41-48 hours",1320
"Persons Place of Usual Residence","2759, NSW","49 hours and over",1876
"Persons Place of Usual Residence","2759, NSW","Not stated",257
"Persons Place of Usual Residence","2759, NSW","Not applicable",12420
"Persons Place of Usual Residence","2760, NSW","None",413
"Persons Place of Usual Residence","2760, NSW","1-15 hours",1123
"Persons Place of Usual Residence","2760, NSW","16-24 hours",1144
"Persons Place of Usual Residence","2760, NSW","25-34 hours",1359
"Persons Place of Usual Residence","2760, NSW","35-39 hours",3903
"Persons Place of Usual Residence","2760, NSW","40 hours",3145
"Persons Place of Usual Residence","2760, NSW","41-48 hours",1210
"Persons Place of Usual Residence","2760, NSW","49 hours and over",1565
"Persons Place of Usual Residence","2760, NSW","Not stated",387
"Persons Place of Usual Residence","2760, NSW","Not applicable",19585
"Persons Place of Usual Residence","2761, NSW","None",376
"Persons Place of Usual Residence","2761, NSW","1-15 hours",1208
"Persons Place of Usual Residence","2761, NSW","16-24 hours",1214
"Persons Place of Usual Residence","2761, NSW","25-34 hours",1433
"Persons Place of Usual Residence","2761, NSW","35-39 hours",4219
"Persons Place of Usual Residence","2761, NSW","40 hours",3230
"Persons Place of Usual Residence","2761, NSW","41-48 hours",1180
"Persons Place of Usual Residence","2761, NSW","49 hours and over",1544
"Persons Place of Usual Residence","2761, NSW","Not stated",338
"Persons Place of Usual Residence","2761, NSW","Not applicable",16211
"Persons Place of Usual Residence","2762, NSW","None",80
"Persons Place of Usual Residence","2762, NSW","1-15 hours",235
"Persons Place of Usual Residence","2762, NSW","16-24 hours",213
"Persons Place of Usual Residence","2762, NSW","25-34 hours",217
"Persons Place of Usual Residence","2762, NSW","35-39 hours",567
"Persons Place of Usual Residence","2762, NSW","40 hours",598
"Persons Place of Usual Residence","2762, NSW","41-48 hours",239
"Persons Place of Usual Residence","2762, NSW","49 hours and over",354
"Persons Place of Usual Residence","2762, NSW","Not stated",42
"Persons Place of Usual Residence","2762, NSW","Not applicable",2440
"Persons Place of Usual Residence","2763, NSW","None",435
"Persons Place of Usual Residence","2763, NSW","1-15 hours",1380
"Persons Place of Usual Residence","2763, NSW","16-24 hours",1449
"Persons Place of Usual Residence","2763, NSW","25-34 hours",1479
"Persons Place of Usual Residence","2763, NSW","35-39 hours",3988
"Persons Place of Usual Residence","2763, NSW","40 hours",3605
"Persons Place of Usual Residence","2763, NSW","41-48 hours",1406
"Persons Place of Usual Residence","2763, NSW","49 hours and over",1825
"Persons Place of Usual Residence","2763, NSW","Not stated",258
"Persons Place of Usual Residence","2763, NSW","Not applicable",15050
"Persons Place of Usual Residence","2765, NSW","None",178
"Persons Place of Usual Residence","2765, NSW","1-15 hours",751
"Persons Place of Usual Residence","2765, NSW","16-24 hours",661
"Persons Place of Usual Residence","2765, NSW","25-34 hours",717
"Persons Place of Usual Residence","2765, NSW","35-39 hours",1338
"Persons Place of Usual Residence","2765, NSW","40 hours",1552
"Persons Place of Usual Residence","2765, NSW","41-48 hours",598
"Persons Place of Usual Residence","2765, NSW","49 hours and over",1247
"Persons Place of Usual Residence","2765, NSW","Not stated",148
"Persons Place of Usual Residence","2765, NSW","Not applicable",8917
"Persons Place of Usual Residence","2766, NSW","None",183
"Persons Place of Usual Residence","2766, NSW","1-15 hours",606
"Persons Place of Usual Residence","2766, NSW","16-24 hours",602
"Persons Place of Usual Residence","2766, NSW","25-34 hours",654
"Persons Place of Usual Residence","2766, NSW","35-39 hours",2089
"Persons Place of Usual Residence","2766, NSW","40 hours",1525
"Persons Place of Usual Residence","2766, NSW","41-48 hours",512
"Persons Place of Usual Residence","2766, NSW","49 hours and over",611
"Persons Place of Usual Residence","2766, NSW","Not stated",199
"Persons Place of Usual Residence","2766, NSW","Not applicable",8559
"Persons Place of Usual Residence","2767, NSW","None",282
"Persons Place of Usual Residence","2767, NSW","1-15 hours",870
"Persons Place of Usual Residence","2767, NSW","16-24 hours",912
"Persons Place of Usual Residence","2767, NSW","25-34 hours",922
"Persons Place of Usual Residence","2767, NSW","35-39 hours",2985
"Persons Place of Usual Residence","2767, NSW","40 hours",2420
"Persons Place of Usual Residence","2767, NSW","41-48 hours",756
"Persons Place of Usual Residence","2767, NSW","49 hours and over",837
"Persons Place of Usual Residence","2767, NSW","Not stated",271
"Persons Place of Usual Residence","2767, NSW","Not applicable",12280
"Persons Place of Usual Residence","2768, NSW","None",368
"Persons Place of Usual Residence","2768, NSW","1-15 hours",1346
"Persons Place of Usual Residence","2768, NSW","16-24 hours",1291
"Persons Place of Usual Residence","2768, NSW","25-34 hours",1267
"Persons Place of Usual Residence","2768, NSW","35-39 hours",3193
"Persons Place of Usual Residence","2768, NSW","40 hours",3462
"Persons Place of Usual Residence","2768, NSW","41-48 hours",1264
"Persons Place of Usual Residence","2768, NSW","49 hours and over",1842
"Persons Place of Usual Residence","2768, NSW","Not stated",261
"Persons Place of Usual Residence","2768, NSW","Not applicable",14458
"Persons Place of Usual Residence","2769, NSW","None",188
"Persons Place of Usual Residence","2769, NSW","1-15 hours",432
"Persons Place of Usual Residence","2769, NSW","16-24 hours",497
"Persons Place of Usual Residence","2769, NSW","25-34 hours",454
"Persons Place of Usual Residence","2769, NSW","35-39 hours",1391
"Persons Place of Usual Residence","2769, NSW","40 hours",1528
"Persons Place of Usual Residence","2769, NSW","41-48 hours",508
"Persons Place of Usual Residence","2769, NSW","49 hours and over",823
"Persons Place of Usual Residence","2769, NSW","Not stated",93
"Persons Place of Usual Residence","2769, NSW","Not applicable",5816
"Persons Place of Usual Residence","2770, NSW","None",543
"Persons Place of Usual Residence","2770, NSW","1-15 hours",1946
"Persons Place of Usual Residence","2770, NSW","16-24 hours",1855
"Persons Place of Usual Residence","2770, NSW","25-34 hours",2290
"Persons Place of Usual Residence","2770, NSW","35-39 hours",5648
"Persons Place of Usual Residence","2770, NSW","40 hours",4056
"Persons Place of Usual Residence","2770, NSW","41-48 hours",1622
"Persons Place of Usual Residence","2770, NSW","49 hours and over",1981
"Persons Place of Usual Residence","2770, NSW","Not stated",783
"Persons Place of Usual Residence","2770, NSW","Not applicable",40576
"Persons Place of Usual Residence","2773, NSW","None",93
"Persons Place of Usual Residence","2773, NSW","1-15 hours",394
"Persons Place of Usual Residence","2773, NSW","16-24 hours",348
"Persons Place of Usual Residence","2773, NSW","25-34 hours",276
"Persons Place of Usual Residence","2773, NSW","35-39 hours",454
"Persons Place of Usual Residence","2773, NSW","40 hours",540
"Persons Place of Usual Residence","2773, NSW","41-48 hours",321
"Persons Place of Usual Residence","2773, NSW","49 hours and over",559
"Persons Place of Usual Residence","2773, NSW","Not stated",31
"Persons Place of Usual Residence","2773, NSW","Not applicable",2983
"Persons Place of Usual Residence","2774, NSW","None",239
"Persons Place of Usual Residence","2774, NSW","1-15 hours",771
"Persons Place of Usual Residence","2774, NSW","16-24 hours",714
"Persons Place of Usual Residence","2774, NSW","25-34 hours",659
"Persons Place of Usual Residence","2774, NSW","35-39 hours",1126
"Persons Place of Usual Residence","2774, NSW","40 hours",1253
"Persons Place of Usual Residence","2774, NSW","41-48 hours",655
"Persons Place of Usual Residence","2774, NSW","49 hours and over",1018
"Persons Place of Usual Residence","2774, NSW","Not stated",73
"Persons Place of Usual Residence","2774, NSW","Not applicable",6425
"Persons Place of Usual Residence","2775, NSW","None",28
"Persons Place of Usual Residence","2775, NSW","1-15 hours",72
"Persons Place of Usual Residence","2775, NSW","16-24 hours",74
"Persons Place of Usual Residence","2775, NSW","25-34 hours",62
"Persons Place of Usual Residence","2775, NSW","35-39 hours",85
"Persons Place of Usual Residence","2775, NSW","40 hours",112
"Persons Place of Usual Residence","2775, NSW","41-48 hours",61
"Persons Place of Usual Residence","2775, NSW","49 hours and over",103
"Persons Place of Usual Residence","2775, NSW","Not stated",13
"Persons Place of Usual Residence","2775, NSW","Not applicable",883
"Persons Place of Usual Residence","2776, NSW","None",79
"Persons Place of Usual Residence","2776, NSW","1-15 hours",224
"Persons Place of Usual Residence","2776, NSW","16-24 hours",225
"Persons Place of Usual Residence","2776, NSW","25-34 hours",226
"Persons Place of Usual Residence","2776, NSW","35-39 hours",384
"Persons Place of Usual Residence","2776, NSW","40 hours",354
"Persons Place of Usual Residence","2776, NSW","41-48 hours",214
"Persons Place of Usual Residence","2776, NSW","49 hours and over",284
"Persons Place of Usual Residence","2776, NSW","Not stated",26
"Persons Place of Usual Residence","2776, NSW","Not applicable",2005
"Persons Place of Usual Residence","2777, NSW","None",273
"Persons Place of Usual Residence","2777, NSW","1-15 hours",1044
"Persons Place of Usual Residence","2777, NSW","16-24 hours",911
"Persons Place of Usual Residence","2777, NSW","25-34 hours",939
"Persons Place of Usual Residence","2777, NSW","35-39 hours",1559
"Persons Place of Usual Residence","2777, NSW","40 hours",1532
"Persons Place of Usual Residence","2777, NSW","41-48 hours",888
"Persons Place of Usual Residence","2777, NSW","49 hours and over",1311
"Persons Place of Usual Residence","2777, NSW","Not stated",85
"Persons Place of Usual Residence","2777, NSW","Not applicable",9074
"Persons Place of Usual Residence","2778, NSW","None",47
"Persons Place of Usual Residence","2778, NSW","1-15 hours",140
"Persons Place of Usual Residence","2778, NSW","16-24 hours",133
"Persons Place of Usual Residence","2778, NSW","25-34 hours",140
"Persons Place of Usual Residence","2778, NSW","35-39 hours",234
"Persons Place of Usual Residence","2778, NSW","40 hours",208
"Persons Place of Usual Residence","2778, NSW","41-48 hours",119
"Persons Place of Usual Residence","2778, NSW","49 hours and over",170
"Persons Place of Usual Residence","2778, NSW","Not stated",13
"Persons Place of Usual Residence","2778, NSW","Not applicable",1232
"Persons Place of Usual Residence","2779, NSW","None",89
"Persons Place of Usual Residence","2779, NSW","1-15 hours",278
"Persons Place of Usual Residence","2779, NSW","16-24 hours",288
"Persons Place of Usual Residence","2779, NSW","25-34 hours",301
"Persons Place of Usual Residence","2779, NSW","35-39 hours",413
"Persons Place of Usual Residence","2779, NSW","40 hours",390
"Persons Place of Usual Residence","2779, NSW","41-48 hours",220
"Persons Place of Usual Residence","2779, NSW","49 hours and over",327
"Persons Place of Usual Residence","2779, NSW","Not stated",29
"Persons Place of Usual Residence","2779, NSW","Not applicable",2632
"Persons Place of Usual Residence","2780, NSW","None",191
"Persons Place of Usual Residence","2780, NSW","1-15 hours",808
"Persons Place of Usual Residence","2780, NSW","16-24 hours",792
"Persons Place of Usual Residence","2780, NSW","25-34 hours",843
"Persons Place of Usual Residence","2780, NSW","35-39 hours",883
"Persons Place of Usual Residence","2780, NSW","40 hours",799
"Persons Place of Usual Residence","2780, NSW","41-48 hours",433
"Persons Place of Usual Residence","2780, NSW","49 hours and over",694
"Persons Place of Usual Residence","2780, NSW","Not stated",115
"Persons Place of Usual Residence","2780, NSW","Not applicable",7668
"Persons Place of Usual Residence","2782, NSW","None",97
"Persons Place of Usual Residence","2782, NSW","1-15 hours",367
"Persons Place of Usual Residence","2782, NSW","16-24 hours",298
