Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by MSTP Registered Marital Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","MSTP Registered Marital Status","Count",
"Persons Place of Usual Residence","2084, NSW","Not applicable",710
"Persons Place of Usual Residence","2084, NSW","Total",3625
"Persons Place of Usual Residence","2085, NSW","Never married",2211
"Persons Place of Usual Residence","2085, NSW","Widowed",765
"Persons Place of Usual Residence","2085, NSW","Divorced",566
"Persons Place of Usual Residence","2085, NSW","Separated",148
"Persons Place of Usual Residence","2085, NSW","Married",5647
"Persons Place of Usual Residence","2085, NSW","Not applicable",2281
"Persons Place of Usual Residence","2085, NSW","Total",11624
"Persons Place of Usual Residence","2086, NSW","Never married",2791
"Persons Place of Usual Residence","2086, NSW","Widowed",410
"Persons Place of Usual Residence","2086, NSW","Divorced",562
"Persons Place of Usual Residence","2086, NSW","Separated",161
"Persons Place of Usual Residence","2086, NSW","Married",6338
"Persons Place of Usual Residence","2086, NSW","Not applicable",3148
"Persons Place of Usual Residence","2086, NSW","Total",13417
"Persons Place of Usual Residence","2087, NSW","Never married",2577
"Persons Place of Usual Residence","2087, NSW","Widowed",581
"Persons Place of Usual Residence","2087, NSW","Divorced",632
"Persons Place of Usual Residence","2087, NSW","Separated",161
"Persons Place of Usual Residence","2087, NSW","Married",5889
"Persons Place of Usual Residence","2087, NSW","Not applicable",2950
"Persons Place of Usual Residence","2087, NSW","Total",12796
"Persons Place of Usual Residence","2088, NSW","Never married",7480
"Persons Place of Usual Residence","2088, NSW","Widowed",1221
"Persons Place of Usual Residence","2088, NSW","Divorced",2069
"Persons Place of Usual Residence","2088, NSW","Separated",491
"Persons Place of Usual Residence","2088, NSW","Married",12198
"Persons Place of Usual Residence","2088, NSW","Not applicable",5014
"Persons Place of Usual Residence","2088, NSW","Total",28476
"Persons Place of Usual Residence","2089, NSW","Never married",4606
"Persons Place of Usual Residence","2089, NSW","Widowed",404
"Persons Place of Usual Residence","2089, NSW","Divorced",1084
"Persons Place of Usual Residence","2089, NSW","Separated",251
"Persons Place of Usual Residence","2089, NSW","Married",4065
"Persons Place of Usual Residence","2089, NSW","Not applicable",1503
"Persons Place of Usual Residence","2089, NSW","Total",11914
"Persons Place of Usual Residence","2090, NSW","Never married",4474
"Persons Place of Usual Residence","2090, NSW","Widowed",449
"Persons Place of Usual Residence","2090, NSW","Divorced",1290
"Persons Place of Usual Residence","2090, NSW","Separated",269
"Persons Place of Usual Residence","2090, NSW","Married",5238
"Persons Place of Usual Residence","2090, NSW","Not applicable",2006
"Persons Place of Usual Residence","2090, NSW","Total",13726
"Persons Place of Usual Residence","2092, NSW","Never married",1474
"Persons Place of Usual Residence","2092, NSW","Widowed",182
"Persons Place of Usual Residence","2092, NSW","Divorced",303
"Persons Place of Usual Residence","2092, NSW","Separated",89
"Persons Place of Usual Residence","2092, NSW","Married",3274
"Persons Place of Usual Residence","2092, NSW","Not applicable",1809
"Persons Place of Usual Residence","2092, NSW","Total",7137
"Persons Place of Usual Residence","2093, NSW","Never married",5461
"Persons Place of Usual Residence","2093, NSW","Widowed",715
"Persons Place of Usual Residence","2093, NSW","Divorced",1371
"Persons Place of Usual Residence","2093, NSW","Separated",431
"Persons Place of Usual Residence","2093, NSW","Married",9602
"Persons Place of Usual Residence","2093, NSW","Not applicable",5286
"Persons Place of Usual Residence","2093, NSW","Total",22872
"Persons Place of Usual Residence","2094, NSW","Never married",1747
"Persons Place of Usual Residence","2094, NSW","Widowed",193
"Persons Place of Usual Residence","2094, NSW","Divorced",423
"Persons Place of Usual Residence","2094, NSW","Separated",110
"Persons Place of Usual Residence","2094, NSW","Married",2336
"Persons Place of Usual Residence","2094, NSW","Not applicable",1030
"Persons Place of Usual Residence","2094, NSW","Total",5841
"Persons Place of Usual Residence","2095, NSW","Never married",6345
"Persons Place of Usual Residence","2095, NSW","Widowed",540
"Persons Place of Usual Residence","2095, NSW","Divorced",1281
"Persons Place of Usual Residence","2095, NSW","Separated",319
"Persons Place of Usual Residence","2095, NSW","Married",5323
"Persons Place of Usual Residence","2095, NSW","Not applicable",2058
"Persons Place of Usual Residence","2095, NSW","Total",15863
"Persons Place of Usual Residence","2096, NSW","Never married",4841
"Persons Place of Usual Residence","2096, NSW","Widowed",321
"Persons Place of Usual Residence","2096, NSW","Divorced",983
"Persons Place of Usual Residence","2096, NSW","Separated",280
"Persons Place of Usual Residence","2096, NSW","Married",5362
"Persons Place of Usual Residence","2096, NSW","Not applicable",2873
"Persons Place of Usual Residence","2096, NSW","Total",14656
"Persons Place of Usual Residence","2097, NSW","Never married",3902
"Persons Place of Usual Residence","2097, NSW","Widowed",613
"Persons Place of Usual Residence","2097, NSW","Divorced",948
"Persons Place of Usual Residence","2097, NSW","Separated",309
"Persons Place of Usual Residence","2097, NSW","Married",6633
"Persons Place of Usual Residence","2097, NSW","Not applicable",3128
"Persons Place of Usual Residence","2097, NSW","Total",15531
"Persons Place of Usual Residence","2099, NSW","Never married",11097
"Persons Place of Usual Residence","2099, NSW","Widowed",1644
"Persons Place of Usual Residence","2099, NSW","Divorced",3177
"Persons Place of Usual Residence","2099, NSW","Separated",882
"Persons Place of Usual Residence","2099, NSW","Married",15747
"Persons Place of Usual Residence","2099, NSW","Not applicable",7377
"Persons Place of Usual Residence","2099, NSW","Total",39922
"Persons Place of Usual Residence","2100, NSW","Never married",5198
"Persons Place of Usual Residence","2100, NSW","Widowed",864
"Persons Place of Usual Residence","2100, NSW","Divorced",1197
"Persons Place of Usual Residence","2100, NSW","Separated",366
"Persons Place of Usual Residence","2100, NSW","Married",8897
"Persons Place of Usual Residence","2100, NSW","Not applicable",4394
"Persons Place of Usual Residence","2100, NSW","Total",20911
"Persons Place of Usual Residence","2101, NSW","Never married",4681
"Persons Place of Usual Residence","2101, NSW","Widowed",1207
"Persons Place of Usual Residence","2101, NSW","Divorced",1583
"Persons Place of Usual Residence","2101, NSW","Separated",480
"Persons Place of Usual Residence","2101, NSW","Married",7882
"Persons Place of Usual Residence","2101, NSW","Not applicable",3565
"Persons Place of Usual Residence","2101, NSW","Total",19394
"Persons Place of Usual Residence","2102, NSW","Never married",1542
"Persons Place of Usual Residence","2102, NSW","Widowed",340
"Persons Place of Usual Residence","2102, NSW","Divorced",481
"Persons Place of Usual Residence","2102, NSW","Separated",151
"Persons Place of Usual Residence","2102, NSW","Married",3271
"Persons Place of Usual Residence","2102, NSW","Not applicable",1710
"Persons Place of Usual Residence","2102, NSW","Total",7499
"Persons Place of Usual Residence","2103, NSW","Never married",2388
"Persons Place of Usual Residence","2103, NSW","Widowed",627
"Persons Place of Usual Residence","2103, NSW","Divorced",793
"Persons Place of Usual Residence","2103, NSW","Separated",190
"Persons Place of Usual Residence","2103, NSW","Married",4774
"Persons Place of Usual Residence","2103, NSW","Not applicable",1894
"Persons Place of Usual Residence","2103, NSW","Total",10674
"Persons Place of Usual Residence","2104, NSW","Never married",660
"Persons Place of Usual Residence","2104, NSW","Widowed",404
"Persons Place of Usual Residence","2104, NSW","Divorced",292
"Persons Place of Usual Residence","2104, NSW","Separated",62
"Persons Place of Usual Residence","2104, NSW","Married",1719
"Persons Place of Usual Residence","2104, NSW","Not applicable",488
"Persons Place of Usual Residence","2104, NSW","Total",3620
"Persons Place of Usual Residence","2105, NSW","Never married",374
"Persons Place of Usual Residence","2105, NSW","Widowed",47
"Persons Place of Usual Residence","2105, NSW","Divorced",168
"Persons Place of Usual Residence","2105, NSW","Separated",47
"Persons Place of Usual Residence","2105, NSW","Married",920
"Persons Place of Usual Residence","2105, NSW","Not applicable",290
"Persons Place of Usual Residence","2105, NSW","Total",1848
"Persons Place of Usual Residence","2106, NSW","Never married",2304
"Persons Place of Usual Residence","2106, NSW","Widowed",322
"Persons Place of Usual Residence","2106, NSW","Divorced",795
"Persons Place of Usual Residence","2106, NSW","Separated",176
"Persons Place of Usual Residence","2106, NSW","Married",3955
"Persons Place of Usual Residence","2106, NSW","Not applicable",1746
"Persons Place of Usual Residence","2106, NSW","Total",9303
"Persons Place of Usual Residence","2107, NSW","Never married",3117
"Persons Place of Usual Residence","2107, NSW","Widowed",567
"Persons Place of Usual Residence","2107, NSW","Divorced",1012
"Persons Place of Usual Residence","2107, NSW","Separated",279
"Persons Place of Usual Residence","2107, NSW","Married",6771
"Persons Place of Usual Residence","2107, NSW","Not applicable",2926
"Persons Place of Usual Residence","2107, NSW","Total",14670
"Persons Place of Usual Residence","2108, NSW","Never married",372
"Persons Place of Usual Residence","2108, NSW","Widowed",83
"Persons Place of Usual Residence","2108, NSW","Divorced",138
"Persons Place of Usual Residence","2108, NSW","Separated",45
"Persons Place of Usual Residence","2108, NSW","Married",853
"Persons Place of Usual Residence","2108, NSW","Not applicable",190
"Persons Place of Usual Residence","2108, NSW","Total",1672
"Persons Place of Usual Residence","2109, NSW","Never married",1919
"Persons Place of Usual Residence","2109, NSW","Widowed",120
"Persons Place of Usual Residence","2109, NSW","Divorced",84
"Persons Place of Usual Residence","2109, NSW","Separated",13
"Persons Place of Usual Residence","2109, NSW","Married",769
"Persons Place of Usual Residence","2109, NSW","Not applicable",187
"Persons Place of Usual Residence","2109, NSW","Total",3090
"Persons Place of Usual Residence","2110, NSW","Never married",2669
"Persons Place of Usual Residence","2110, NSW","Widowed",625
"Persons Place of Usual Residence","2110, NSW","Divorced",578
"Persons Place of Usual Residence","2110, NSW","Separated",147
"Persons Place of Usual Residence","2110, NSW","Married",4318
"Persons Place of Usual Residence","2110, NSW","Not applicable",2015
"Persons Place of Usual Residence","2110, NSW","Total",10348
"Persons Place of Usual Residence","2111, NSW","Never married",3888
"Persons Place of Usual Residence","2111, NSW","Widowed",630
"Persons Place of Usual Residence","2111, NSW","Divorced",916
"Persons Place of Usual Residence","2111, NSW","Separated",271
"Persons Place of Usual Residence","2111, NSW","Married",6129
"Persons Place of Usual Residence","2111, NSW","Not applicable",2582
"Persons Place of Usual Residence","2111, NSW","Total",14415
"Persons Place of Usual Residence","2112, NSW","Never married",9157
"Persons Place of Usual Residence","2112, NSW","Widowed",1434
"Persons Place of Usual Residence","2112, NSW","Divorced",1773
"Persons Place of Usual Residence","2112, NSW","Separated",620
"Persons Place of Usual Residence","2112, NSW","Married",14138
"Persons Place of Usual Residence","2112, NSW","Not applicable",5733
"Persons Place of Usual Residence","2112, NSW","Total",32852
"Persons Place of Usual Residence","2113, NSW","Never married",5237
"Persons Place of Usual Residence","2113, NSW","Widowed",747
"Persons Place of Usual Residence","2113, NSW","Divorced",979
"Persons Place of Usual Residence","2113, NSW","Separated",276
"Persons Place of Usual Residence","2113, NSW","Married",7977
"Persons Place of Usual Residence","2113, NSW","Not applicable",3150
"Persons Place of Usual Residence","2113, NSW","Total",18365
"Persons Place of Usual Residence","2114, NSW","Never married",6836
"Persons Place of Usual Residence","2114, NSW","Widowed",704
"Persons Place of Usual Residence","2114, NSW","Divorced",1223
"Persons Place of Usual Residence","2114, NSW","Separated",454
"Persons Place of Usual Residence","2114, NSW","Married",10868
"Persons Place of Usual Residence","2114, NSW","Not applicable",3971
"Persons Place of Usual Residence","2114, NSW","Total",24059
"Persons Place of Usual Residence","2115, NSW","Never married",2744
"Persons Place of Usual Residence","2115, NSW","Widowed",452
"Persons Place of Usual Residence","2115, NSW","Divorced",653
"Persons Place of Usual Residence","2115, NSW","Separated",231
"Persons Place of Usual Residence","2115, NSW","Married",4475
"Persons Place of Usual Residence","2115, NSW","Not applicable",2180
"Persons Place of Usual Residence","2115, NSW","Total",10738
"Persons Place of Usual Residence","2116, NSW","Never married",1707
"Persons Place of Usual Residence","2116, NSW","Widowed",241
"Persons Place of Usual Residence","2116, NSW","Divorced",455
"Persons Place of Usual Residence","2116, NSW","Separated",144
"Persons Place of Usual Residence","2116, NSW","Married",2811
"Persons Place of Usual Residence","2116, NSW","Not applicable",1293
"Persons Place of Usual Residence","2116, NSW","Total",6640
"Persons Place of Usual Residence","2117, NSW","Never married",5577
"Persons Place of Usual Residence","2117, NSW","Widowed",775
"Persons Place of Usual Residence","2117, NSW","Divorced",1360
"Persons Place of Usual Residence","2117, NSW","Separated",450
"Persons Place of Usual Residence","2117, NSW","Married",9116
"Persons Place of Usual Residence","2117, NSW","Not applicable",4009
"Persons Place of Usual Residence","2117, NSW","Total",21288
"Persons Place of Usual Residence","2118, NSW","Never married",5559
"Persons Place of Usual Residence","2118, NSW","Widowed",943
"Persons Place of Usual Residence","2118, NSW","Divorced",1065
"Persons Place of Usual Residence","2118, NSW","Separated",387
"Persons Place of Usual Residence","2118, NSW","Married",11817
"Persons Place of Usual Residence","2118, NSW","Not applicable",4573
"Persons Place of Usual Residence","2118, NSW","Total",24340
"Persons Place of Usual Residence","2119, NSW","Never married",2503
"Persons Place of Usual Residence","2119, NSW","Widowed",489
"Persons Place of Usual Residence","2119, NSW","Divorced",404
"Persons Place of Usual Residence","2119, NSW","Separated",121
"Persons Place of Usual Residence","2119, NSW","Married",5905
"Persons Place of Usual Residence","2119, NSW","Not applicable",2222
