Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","AGE5P - Age in Five Year Groups","Count",
"Persons Place of Usual Residence","2141, NSW","10-14 years",1234
"Persons Place of Usual Residence","2141, NSW","15-19 years",1622
"Persons Place of Usual Residence","2141, NSW","20-24 years",2612
"Persons Place of Usual Residence","2141, NSW","25-29 years",3412
"Persons Place of Usual Residence","2141, NSW","30-34 years",2883
"Persons Place of Usual Residence","2141, NSW","35-39 years",2101
"Persons Place of Usual Residence","2141, NSW","40-44 years",1735
"Persons Place of Usual Residence","2141, NSW","45-49 years",1742
"Persons Place of Usual Residence","2141, NSW","50-54 years",1814
"Persons Place of Usual Residence","2141, NSW","55-59 years",1834
"Persons Place of Usual Residence","2141, NSW","60-64 years",1458
"Persons Place of Usual Residence","2141, NSW","65-69 years",1036
"Persons Place of Usual Residence","2141, NSW","70-74 years",647
"Persons Place of Usual Residence","2141, NSW","75-79 years",520
"Persons Place of Usual Residence","2141, NSW","80-84 years",395
"Persons Place of Usual Residence","2141, NSW","85-89 years",241
"Persons Place of Usual Residence","2141, NSW","90-94 years",119
"Persons Place of Usual Residence","2141, NSW","95-99 years",26
"Persons Place of Usual Residence","2141, NSW","100 years and over",3
"Persons Place of Usual Residence","2141, NSW","Total",28675
"Persons Place of Usual Residence","2142, NSW","0-4 years",2236
"Persons Place of Usual Residence","2142, NSW","5-9 years",1663
"Persons Place of Usual Residence","2142, NSW","10-14 years",1370
"Persons Place of Usual Residence","2142, NSW","15-19 years",1313
"Persons Place of Usual Residence","2142, NSW","20-24 years",2214
"Persons Place of Usual Residence","2142, NSW","25-29 years",3301
"Persons Place of Usual Residence","2142, NSW","30-34 years",3241
"Persons Place of Usual Residence","2142, NSW","35-39 years",2251
"Persons Place of Usual Residence","2142, NSW","40-44 years",1653
"Persons Place of Usual Residence","2142, NSW","45-49 years",1358
"Persons Place of Usual Residence","2142, NSW","50-54 years",1304
"Persons Place of Usual Residence","2142, NSW","55-59 years",1168
"Persons Place of Usual Residence","2142, NSW","60-64 years",1001
"Persons Place of Usual Residence","2142, NSW","65-69 years",808
"Persons Place of Usual Residence","2142, NSW","70-74 years",546
"Persons Place of Usual Residence","2142, NSW","75-79 years",386
"Persons Place of Usual Residence","2142, NSW","80-84 years",270
"Persons Place of Usual Residence","2142, NSW","85-89 years",138
"Persons Place of Usual Residence","2142, NSW","90-94 years",54
"Persons Place of Usual Residence","2142, NSW","95-99 years",9
"Persons Place of Usual Residence","2142, NSW","100 years and over",0
"Persons Place of Usual Residence","2142, NSW","Total",26297
"Persons Place of Usual Residence","2143, NSW","0-4 years",600
"Persons Place of Usual Residence","2143, NSW","5-9 years",616
"Persons Place of Usual Residence","2143, NSW","10-14 years",560
"Persons Place of Usual Residence","2143, NSW","15-19 years",580
"Persons Place of Usual Residence","2143, NSW","20-24 years",704
"Persons Place of Usual Residence","2143, NSW","25-29 years",752
"Persons Place of Usual Residence","2143, NSW","30-34 years",701
"Persons Place of Usual Residence","2143, NSW","35-39 years",566
"Persons Place of Usual Residence","2143, NSW","40-44 years",521
"Persons Place of Usual Residence","2143, NSW","45-49 years",562
"Persons Place of Usual Residence","2143, NSW","50-54 years",594
"Persons Place of Usual Residence","2143, NSW","55-59 years",608
"Persons Place of Usual Residence","2143, NSW","60-64 years",487
"Persons Place of Usual Residence","2143, NSW","65-69 years",380
"Persons Place of Usual Residence","2143, NSW","70-74 years",232
"Persons Place of Usual Residence","2143, NSW","75-79 years",191
"Persons Place of Usual Residence","2143, NSW","80-84 years",137
"Persons Place of Usual Residence","2143, NSW","85-89 years",93
"Persons Place of Usual Residence","2143, NSW","90-94 years",41
"Persons Place of Usual Residence","2143, NSW","95-99 years",11
"Persons Place of Usual Residence","2143, NSW","100 years and over",0
"Persons Place of Usual Residence","2143, NSW","Total",8920
"Persons Place of Usual Residence","2144, NSW","0-4 years",2884
"Persons Place of Usual Residence","2144, NSW","5-9 years",2384
"Persons Place of Usual Residence","2144, NSW","10-14 years",1984
"Persons Place of Usual Residence","2144, NSW","15-19 years",2204
"Persons Place of Usual Residence","2144, NSW","20-24 years",3818
"Persons Place of Usual Residence","2144, NSW","25-29 years",5191
"Persons Place of Usual Residence","2144, NSW","30-34 years",3977
"Persons Place of Usual Residence","2144, NSW","35-39 years",2680
"Persons Place of Usual Residence","2144, NSW","40-44 years",2007
"Persons Place of Usual Residence","2144, NSW","45-49 years",1994
"Persons Place of Usual Residence","2144, NSW","50-54 years",1983
"Persons Place of Usual Residence","2144, NSW","55-59 years",1739
"Persons Place of Usual Residence","2144, NSW","60-64 years",1329
"Persons Place of Usual Residence","2144, NSW","65-69 years",990
"Persons Place of Usual Residence","2144, NSW","70-74 years",743
"Persons Place of Usual Residence","2144, NSW","75-79 years",593
"Persons Place of Usual Residence","2144, NSW","80-84 years",393
"Persons Place of Usual Residence","2144, NSW","85-89 years",283
"Persons Place of Usual Residence","2144, NSW","90-94 years",169
"Persons Place of Usual Residence","2144, NSW","95-99 years",30
"Persons Place of Usual Residence","2144, NSW","100 years and over",4
"Persons Place of Usual Residence","2144, NSW","Total",37370
"Persons Place of Usual Residence","2145, NSW","0-4 years",6505
"Persons Place of Usual Residence","2145, NSW","5-9 years",6036
"Persons Place of Usual Residence","2145, NSW","10-14 years",4440
"Persons Place of Usual Residence","2145, NSW","15-19 years",3867
"Persons Place of Usual Residence","2145, NSW","20-24 years",4556
"Persons Place of Usual Residence","2145, NSW","25-29 years",5975
"Persons Place of Usual Residence","2145, NSW","30-34 years",8241
"Persons Place of Usual Residence","2145, NSW","35-39 years",7615
"Persons Place of Usual Residence","2145, NSW","40-44 years",5680
"Persons Place of Usual Residence","2145, NSW","45-49 years",4564
"Persons Place of Usual Residence","2145, NSW","50-54 years",4207
"Persons Place of Usual Residence","2145, NSW","55-59 years",3868
"Persons Place of Usual Residence","2145, NSW","60-64 years",3383
"Persons Place of Usual Residence","2145, NSW","65-69 years",3287
"Persons Place of Usual Residence","2145, NSW","70-74 years",2404
"Persons Place of Usual Residence","2145, NSW","75-79 years",1855
"Persons Place of Usual Residence","2145, NSW","80-84 years",1318
"Persons Place of Usual Residence","2145, NSW","85-89 years",881
"Persons Place of Usual Residence","2145, NSW","90-94 years",443
"Persons Place of Usual Residence","2145, NSW","95-99 years",95
"Persons Place of Usual Residence","2145, NSW","100 years and over",12
"Persons Place of Usual Residence","2145, NSW","Total",79213
"Persons Place of Usual Residence","2146, NSW","0-4 years",1267
"Persons Place of Usual Residence","2146, NSW","5-9 years",1243
"Persons Place of Usual Residence","2146, NSW","10-14 years",1051
"Persons Place of Usual Residence","2146, NSW","15-19 years",988
"Persons Place of Usual Residence","2146, NSW","20-24 years",1075
"Persons Place of Usual Residence","2146, NSW","25-29 years",1247
"Persons Place of Usual Residence","2146, NSW","30-34 years",1642
"Persons Place of Usual Residence","2146, NSW","35-39 years",1447
"Persons Place of Usual Residence","2146, NSW","40-44 years",1267
"Persons Place of Usual Residence","2146, NSW","45-49 years",1132
"Persons Place of Usual Residence","2146, NSW","50-54 years",986
"Persons Place of Usual Residence","2146, NSW","55-59 years",983
"Persons Place of Usual Residence","2146, NSW","60-64 years",845
"Persons Place of Usual Residence","2146, NSW","65-69 years",777
"Persons Place of Usual Residence","2146, NSW","70-74 years",614
"Persons Place of Usual Residence","2146, NSW","75-79 years",440
"Persons Place of Usual Residence","2146, NSW","80-84 years",268
"Persons Place of Usual Residence","2146, NSW","85-89 years",130
"Persons Place of Usual Residence","2146, NSW","90-94 years",56
"Persons Place of Usual Residence","2146, NSW","95-99 years",11
"Persons Place of Usual Residence","2146, NSW","100 years and over",0
"Persons Place of Usual Residence","2146, NSW","Total",17467
"Persons Place of Usual Residence","2147, NSW","0-4 years",2545
"Persons Place of Usual Residence","2147, NSW","5-9 years",2446
"Persons Place of Usual Residence","2147, NSW","10-14 years",2134
"Persons Place of Usual Residence","2147, NSW","15-19 years",2281
"Persons Place of Usual Residence","2147, NSW","20-24 years",2191
"Persons Place of Usual Residence","2147, NSW","25-29 years",2506
"Persons Place of Usual Residence","2147, NSW","30-34 years",2693
"Persons Place of Usual Residence","2147, NSW","35-39 years",2757
"Persons Place of Usual Residence","2147, NSW","40-44 years",2512
"Persons Place of Usual Residence","2147, NSW","45-49 years",2415
"Persons Place of Usual Residence","2147, NSW","50-54 years",2307
"Persons Place of Usual Residence","2147, NSW","55-59 years",2270
"Persons Place of Usual Residence","2147, NSW","60-64 years",2108
"Persons Place of Usual Residence","2147, NSW","65-69 years",1862
"Persons Place of Usual Residence","2147, NSW","70-74 years",1243
"Persons Place of Usual Residence","2147, NSW","75-79 years",827
"Persons Place of Usual Residence","2147, NSW","80-84 years",684
"Persons Place of Usual Residence","2147, NSW","85-89 years",377
"Persons Place of Usual Residence","2147, NSW","90-94 years",157
"Persons Place of Usual Residence","2147, NSW","95-99 years",33
"Persons Place of Usual Residence","2147, NSW","100 years and over",5
"Persons Place of Usual Residence","2147, NSW","Total",36346
"Persons Place of Usual Residence","2148, NSW","0-4 years",4914
"Persons Place of Usual Residence","2148, NSW","5-9 years",4311
"Persons Place of Usual Residence","2148, NSW","10-14 years",3656
"Persons Place of Usual Residence","2148, NSW","15-19 years",3806
"Persons Place of Usual Residence","2148, NSW","20-24 years",4346
"Persons Place of Usual Residence","2148, NSW","25-29 years",5267
"Persons Place of Usual Residence","2148, NSW","30-34 years",6003
"Persons Place of Usual Residence","2148, NSW","35-39 years",5045
"Persons Place of Usual Residence","2148, NSW","40-44 years",4167
"Persons Place of Usual Residence","2148, NSW","45-49 years",3645
"Persons Place of Usual Residence","2148, NSW","50-54 years",3605
"Persons Place of Usual Residence","2148, NSW","55-59 years",3372
"Persons Place of Usual Residence","2148, NSW","60-64 years",3019
"Persons Place of Usual Residence","2148, NSW","65-69 years",2428
"Persons Place of Usual Residence","2148, NSW","70-74 years",1773
"Persons Place of Usual Residence","2148, NSW","75-79 years",1478
"Persons Place of Usual Residence","2148, NSW","80-84 years",1088
"Persons Place of Usual Residence","2148, NSW","85-89 years",693
"Persons Place of Usual Residence","2148, NSW","90-94 years",370
"Persons Place of Usual Residence","2148, NSW","95-99 years",72
"Persons Place of Usual Residence","2148, NSW","100 years and over",4
"Persons Place of Usual Residence","2148, NSW","Total",63074
"Persons Place of Usual Residence","2150, NSW","0-4 years",2829
"Persons Place of Usual Residence","2150, NSW","5-9 years",1536
"Persons Place of Usual Residence","2150, NSW","10-14 years",844
"Persons Place of Usual Residence","2150, NSW","15-19 years",890
"Persons Place of Usual Residence","2150, NSW","20-24 years",2471
"Persons Place of Usual Residence","2150, NSW","25-29 years",5082
"Persons Place of Usual Residence","2150, NSW","30-34 years",6008
"Persons Place of Usual Residence","2150, NSW","35-39 years",3576
"Persons Place of Usual Residence","2150, NSW","40-44 years",1742
"Persons Place of Usual Residence","2150, NSW","45-49 years",1266
"Persons Place of Usual Residence","2150, NSW","50-54 years",1177
"Persons Place of Usual Residence","2150, NSW","55-59 years",1084
"Persons Place of Usual Residence","2150, NSW","60-64 years",942
"Persons Place of Usual Residence","2150, NSW","65-69 years",681
"Persons Place of Usual Residence","2150, NSW","70-74 years",440
"Persons Place of Usual Residence","2150, NSW","75-79 years",356
"Persons Place of Usual Residence","2150, NSW","80-84 years",262
"Persons Place of Usual Residence","2150, NSW","85-89 years",177
"Persons Place of Usual Residence","2150, NSW","90-94 years",100
"Persons Place of Usual Residence","2150, NSW","95-99 years",26
"Persons Place of Usual Residence","2150, NSW","100 years and over",3
"Persons Place of Usual Residence","2150, NSW","Total",31500
"Persons Place of Usual Residence","2151, NSW","0-4 years",1473
"Persons Place of Usual Residence","2151, NSW","5-9 years",1327
"Persons Place of Usual Residence","2151, NSW","10-14 years",1175
"Persons Place of Usual Residence","2151, NSW","15-19 years",1207
"Persons Place of Usual Residence","2151, NSW","20-24 years",1192
"Persons Place of Usual Residence","2151, NSW","25-29 years",1475
"Persons Place of Usual Residence","2151, NSW","30-34 years",1978
"Persons Place of Usual Residence","2151, NSW","35-39 years",1870
"Persons Place of Usual Residence","2151, NSW","40-44 years",1649
"Persons Place of Usual Residence","2151, NSW","45-49 years",1331
"Persons Place of Usual Residence","2151, NSW","50-54 years",1333
"Persons Place of Usual Residence","2151, NSW","55-59 years",1213
"Persons Place of Usual Residence","2151, NSW","60-64 years",1063
"Persons Place of Usual Residence","2151, NSW","65-69 years",941
"Persons Place of Usual Residence","2151, NSW","70-74 years",747
"Persons Place of Usual Residence","2151, NSW","75-79 years",493
"Persons Place of Usual Residence","2151, NSW","80-84 years",348
"Persons Place of Usual Residence","2151, NSW","85-89 years",274
"Persons Place of Usual Residence","2151, NSW","90-94 years",167
"Persons Place of Usual Residence","2151, NSW","95-99 years",60
"Persons Place of Usual Residence","2151, NSW","100 years and over",3
"Persons Place of Usual Residence","2151, NSW","Total",21308
